address,species,sidewalk_condition,location
8562 67 AV,ACPL,NA,"-73.776107, 40.739489"
857 CONCOURSE VILLAGE,QUPA,Raised,"-73.921569, 40.82586"
857 E 224 ST,ACRU,Raised,"-73.856347, 40.885667"
857 E 224 ST,UNKNOWN,Raised,"-73.856347, 40.885667"
857 E 55 ST,ACPL,Raised,"-73.923901, 40.636405"
858 45 ST,PLAC,Raised,"-73.999499, 40.643133"
859 ALBANY AV,MA2,Raised,"-73.939217, 40.652873"
859 E 216 ST,ACPS,NA,"-73.859405, 40.88001"
859 E 55 ST,ACPL,Raised,"-73.923896, 40.636355"
859 E 93 ST,ACPL,Raised,"-73.910223, 40.647666"
859 ST JOHNS PL,QUPA,Raised,"-73.949769, 40.671607"
859 VANNEST AV,ACSA2,NA,"-73.860091, 40.844969"
86 144 ST,ACSA1,Raised,"-73.822962, 40.785083"
86 72 ST,ACPL,Raised,"-74.033966, 40.635181"
86 81 ST,PLAC,Raised,"-74.036663, 40.628785"
86 85 ST,QUPA,Raised,"-74.036681, 40.625757"
86 BARTOW ST,PLAC,Raised,"-74.137596, 40.552706"
86 BAY 40 ST,PLAC,Raised,"-73.988251, 40.595748"
86 BAY 43 ST,ACPS,Raised,"-73.986862, 40.593635"
86 BAY RIDGE AV,PLAC,Raised,"-74.032741, 40.637816"
86 BAY TER,TICO,Raised,"-74.136643, 40.555148"
86 BOWLES AV,PLAC,Raised,"-74.14783, 40.627343"
86 BRIGHTON 11 ST,PLAC,Raised,"1.0, 1.0"
86 COLUMBUS PL,GLTR,NA,"-74.139943, 40.617061"
86 COLUMBUS PL,PLAC,NA,"-74.139943, 40.617061"
86 COMSTOCK AV,PLAC,Raised,"-74.159326, 40.618319"
86 COOPER ST,QUPA,Raised,"-73.909177, 40.685918"
86 E 237 ST,TICO,Raised,"-73.873335, 40.89832"
86 E 38 ST,PLAC,Raised,"-73.942364, 40.65556"
86 HAMILTON AV,QURU,Raised,"-74.080313, 40.644791"
86 HOME PL,PLAC,Raised,"-74.147978, 40.618305"
86 IRVING PL,UNKNOWN,NA,"-73.986228, 40.737488"
86 IRVING PL,PYCA,NA,"-73.986228, 40.737488"
86 IRVING PL,GIBI,NA,"-73.986228, 40.737488"
86 MARTIN AV,PLAC,Raised,"-74.140039, 40.609223"
86 MIDDLELOOP RD,ACPL,NA,"-74.162147, 40.554335"
86 MILTON AV,PLAC,Raised,"-74.103887, 40.56472"
86 PEMBERTON AV,LIST,NA,"-74.156177, 40.561781"
86 RIDGECREST AV,ACPL,Raised,"-74.155974, 40.536286"
86 ROOSEVELT AV,ACSA2,Raised,"-74.132852, 40.604763"
86 SERRELL AV,QURU,Raised,"-74.170179, 40.54729"
86 TEHAMA ST,ACPS,Raised,"-73.98336, 40.644049"
86 VAN SICKLEN CT,FRPE,Raised,"-73.974263, 40.602324"
86 VANDERBILT AV,PLAC,Raised,"-74.075033, 40.621159"
86 WEIRFIELD ST,GLTR,Raised,"-73.913918, 40.688243"
86-001 101 ST,TICO,Raised,"-73.846844, 40.695936"
86-001 254 ST,ACPL,Raised,"-73.712285, 40.732302"
86-001 56 AV,ACPL,Raised,"-73.877061, 40.732924"
86-001 79 ST,ACSA1,Raised,"-73.863851, 40.693492"
86-001 89 ST,PLAC,Raised,"-73.85596, 40.69433"
86-002 125 ST,GLTR,NA,"-73.826058, 40.702709"
86-002 127 ST,TICO,NA,"-73.824258, 40.703157"
86-002 130 ST,ACPL,NA,"-73.822442, 40.703595"
86-002 164 ST,QURU,NA,"-73.800512, 40.711264"
86-002 57 RD,ACPL,Raised,"-73.875734, 40.731918"
86-002 80 ST,ACPL,Raised,"-73.862885, 40.693392"
86-002 98 ST,ACPL,Raised,"1.0, 1.0"
86-002 PARKLANE S,PLAC,Raised,"1.0, 1.0"
86-003 101 ST,TICO,Raised,"-73.846836, 40.695918"
86-003 102 RD,TICO,Raised,"-73.852956, 40.68078"
86-003 110 ST,ACPL,Raised,"-73.838894, 40.698365"
86-003 98 ST,ACPL,Raised,"1.0, 1.0"
86-004 102 RD,TICO,Raised,"-73.852922, 40.680789"
86-004 144 ST,FRPE,Raised,"1.0, 1.0"
86-004 162 ST,GLTR,NA,"-73.801758, 40.711055"
86-004 55 RD,ACPL,Raised,"-73.877645, 40.733472"
86-004 55 RD,ACRU,Raised,"-73.877645, 40.733472"
86-004 90 ST,QUPA,Raised,"-73.855051, 40.694387"
86-004 94 ST,ACSA1,Raised,"-73.851371, 40.695513"
86-005 127 ST,GLTR,NA,"-73.824251, 40.70312"
86-005 162 ST,GLTR,NA,"-73.801758, 40.711055"
86-005 77 AV,ACPL,NA,"-73.863276, 40.706701"
86-005 77 AV,ACSA2,Raised,"-73.863276, 40.706701"
86-006 126 ST,GLTR,NA,"-73.825146, 40.702859"
86-006 126 ST,ACSA1,NA,"-73.825146, 40.702859"
86-006 260 ST,SOJA,Raised,"-73.706847, 40.733357"
86-006 53 AV,PLAC,Raised,"-73.879452, 40.734926"
86-006 89 ST,ACPL,Raised,"-73.855934, 40.694235"
86-006 90 ST,ACSA2,Raised,"-73.855042, 40.694358"
86-006 ELMHURST AV,ULAM,Raised,"-73.879214, 40.743801"
86-007 101 ST,ACSA2,Raised,"-73.84682, 40.695882"
86-007 53 AV,PLAC,Raised,"-73.879452, 40.734926"
86-007 89 ST,ACSA1,Raised,"-73.855934, 40.694235"
86-008 106 ST,TICO,Raised,"-73.842124, 40.697263"
86-008 125 ST,GLTR,NA,"-73.826033, 40.7026"
86-008 164 ST,ACPL,NA,"-73.800512, 40.711264"
86-008 79 ST,ACSA1,Raised,"-73.863778, 40.693284"
86-008 91 ST,ACSA1,Raised,"-73.854284, 40.695024"
86-008 94 ST,ACPL,Raised,"-73.851347, 40.695404"
86-008 ELMHURST AV,GLTR,Raised,"-73.879205, 40.743813"
86-009 53 AV,PLAC,Raised,"-73.879424, 40.734947"
86-010 121 ST,LITU,Raised,"-73.829717, 40.70163"
86-010 151 AV,PLAC,Raised,"1.0, 1.0"
86-010 89 ST,ACPL,Raised,"-73.855916, 40.694171"
86-010 90 ST,QUPA,Raised,"-73.855024, 40.694298"
86-010 ELMHURST AV,GLTR,Raised,"-73.879196, 40.743825"
86-011 123 ST,TICO,Raised,"-73.827869, 40.702108"
86-011 124 ST,PLAC,Raised,"-73.826983, 40.702331"
86-011 127 ST,GLTR,NA,"-73.82423, 40.703013"
86-011 34 AV,ACPL,Raised,"-73.881211, 40.754133"
86-011 35 AV,ACSA2,Raised,"-73.880857, 40.752191"
86-011 WINCHESTER BLVD,QUPH,Raised,"-73.735756, 40.732442"
86-012 124 ST,AEHI,Raised,"-73.826969, 40.7023"
86-012 25 AV,PYCA,Raised,"-73.882887, 40.763458"
86-012 77 ST,ACPL,Raised,"-73.865192, 40.692886"
86-012 80 ST,ACPL,Raised,"-73.862811, 40.693177"
86-012 WOODHAVEN BLVD,QUPA,Raised,"-73.852635, 40.695122"
86-013 123 ST,TICO,Raised,"-73.827855, 40.702078"
86-013 53 AV,PLAC,Raised,"-73.879371, 40.734986"
86-013 77 AV,ACPL,NA,"-73.863202, 40.706702"
86-013 79 ST,ACPL,Raised,"-73.863741, 40.69318"
86-013 UNION TPKE,QUPA,Raised,"-73.863277, 40.703402"
86-014 PARSONS BLVD,FRPE,NA,"-73.804775, 40.709303"
86-014 WOODHAVEN BLVD,ACPL,Raised,"-73.852624, 40.695067"
86-015 131 ST,TICO,Raised,"-73.821422, 40.70321"
86-015 PARSONS BLVD,PLAC,NA,"-73.80475, 40.70929"
86-015 UNION TPKE,QUPA,Raised,"-73.863268, 40.703406"
86-016 257 ST,SOJA,Raised,"-73.709483, 40.732602"
86-016 54 AV,ACPL,Raised,"-73.87872, 40.734556"
86-016 ELMHURST AV,GLTR,Raised,"-73.879169, 40.743861"
86-017 108 ST,PLAC,Raised,"-73.84045, 40.697541"
86-017 124 ST,PLAC,NA,"-73.826941, 40.702236"
86-017 53 AV,PLAC,Raised,"-73.879316, 40.735025"
86-017 57 RD,PLAC,Raised,"-73.875545, 40.732057"
86-017 75 ST,TICO,NA,"-73.86648, 40.691294"
86-017 77 AV,ACPL,NA,"-73.863165, 40.706703"
86-017 UNION TPKE,QUPA,Raised,"-73.863259, 40.70341"
86-018 124 ST,PLAC,NA,"-73.826927, 40.702203"
86-018 164 ST,ACPS,NA,"-73.800512, 40.711264"
86-018 25 AV,SOJA,Raised,"-73.882831, 40.763465"
86-018 75 ST,PLAC,NA,"-73.866476, 40.691279"
86-018 89 ST,PLAC,Raised,"-73.85588, 40.694044"
86-018 MYRTLE AV,ACPL,Raised,"-73.861451, 40.703271"
86-018 UNION ST,ACPL,Raised,"-73.862966, 40.703533"
86-019 87 ST,PLAC,Raised,"1.0, 1.0"
86-019 87 ST,PLAC,NA,"1.0, 1.0"
86-019 95 AV,PLAC,Raised,"-73.854901, 40.68499"
86-019 COMMONWELATH BLVD,ACPL,Raised,"-73.720418, 40.731175"
86-019 UNION ST,PLAC,Raised,"-73.86325, 40.703414"
86-019 UNION TPKE,QUPA,Raised,"-73.86325, 40.703414"
86-020 144 ST,GIBI,Raised,"1.0, 1.0"
86-020 162 ST,GLTR,NA,"-73.801607, 40.710695"
86-020 79 ST,ACPL,Raised,"-73.863668, 40.692972"
86-020 89 ST,PLAC,Raised,"-73.855872, 40.694013"
86-020 PARKLANE S,PLAC,Raised,"1.0, 1.0"
86-021 127 ST,ACPL,Raised,"-73.824194, 40.702833"
86-021 252 ST,PLAC,Raised,"-73.714241, 40.731772"
86-021 79 ST,ACPL,Raised,"-73.863668, 40.692972"
86-022 124 ST,PLAC,NA,"-73.826899, 40.70214"
86-022 164 ST,PYCA,NA,"-73.800512, 40.711264"
86-022 260 ST,ACPL,Raised,"-73.706742, 40.733076"
86-022 262 ST,ACPL,Raised,"-73.704974, 40.733559"
86-022 53 AV,PLAC,Raised,"-73.879235, 40.735085"
86-022 54 AV,ACSA1,Raised,"-73.87864, 40.734616"
86-022 79 ST,PLAC,Raised,"-73.86365, 40.69292"
86-023 126 ST,GLTR,NA,"-73.825081, 40.702574"
