address,species,sidewalk_condition,location
1433 WARING AV,QU,Raised,"-73.845126, 40.860931"
1434 BAY RIDGE AV,PLAC,Raised,"-74.000919, 40.621904"
1434 E 12 ST,TICO,Raised,"-73.962189, 40.614397"
1434 E 37 ST,PLAC,Raised,"-73.939009, 40.620976"
1434 E 84 ST,ACPL,Raised,"-73.900608, 40.628622"
1434 E 94 ST,ACPL,Raised,"-73.897125, 40.636785"
1434 NEW YORK AV,PLAC,Raised,"-73.945277, 40.637893"
1434 REMSEN AV,ACPL,Raised,"-73.900924, 40.635756"
1434 WARING AV,ACPL,Raised,"-73.845049, 40.86093"
1435 BAY RIDGE AV,PLAC,Raised,"-74.000919, 40.621904"
1435 E 100 ST,PLAC,Raised,"-73.888568, 40.636399"
1435 E 21 ST,TICO,Raised,"-73.953921, 40.618243"
1435 E 22 ST,GLTR,Raised,"-73.952727, 40.616913"
1435 E 87 ST,QURU,Raised,"-73.898404, 40.630043"
1435 NINE BLVD,TICO,Raised,"1.0, 1.0"
1435 WARING AV,QU,Raised,"-73.845049, 40.86093"
1436 E 103 ST,PLAC,Raised,"-73.886359, 40.637766"
1436 E 56 ST,ACSA1,Raised,"-73.92124, 40.620588"
1436 E 87 ST,QURU,Raised,"-73.898368, 40.63001"
1436 HANCOCK ST,PLAC,Raised,"-73.90735, 40.696018"
1437 72 ST,ACRU,Raised,"-74.00262, 40.620201"
1437 BAY RIDGE AV,PLAC,Raised,"-74.000877, 40.621878"
1437 BX AND PELHAM N,GRRO,Raised,"1.0, 1.0"
1437 E 14 ST,ACPL,Raised,"-73.960323, 40.61453"
1437 E 19 ST,PLAC,Raised,"-73.955638, 40.615258"
1437 E 57 ST,ACPL,Raised,"-73.92004, 40.618503"
1438 67 ST,PLAC,Raised,"-73.99967, 40.622968"
1438 E 100 ST,PLAC,Raised,"-73.888494, 40.636332"
1438 E 12 ST,TICO,Raised,"-73.96217, 40.614293"
1438 E 19 ST,SOJA,Raised,"-73.955638, 40.615258"
1438 E 51 ST,ACRU,Raised,"-73.926561, 40.625459"
1438 E 52 ST,PLAC,Raised,"-73.92552, 40.624517"
1438 NEW YORK AV,PLAC,Raised,"-73.945267, 40.637793"
1438 WARING AV,ACPL,Raised,"-73.844898, 40.860927"
1438 WARING AV,QU,Raised,"-73.844898, 40.860927"
1439 66 ST,ACPL,Raised,"-73.999161, 40.623574"
1439 78 ST,PLAC,Raised,"-74.006154, 40.616734"
1439 CROPSEY AV,PLAC,Raised,"-74.015769, 40.606986"
1439 E 13 ST,ACPL,Raised,"-73.961234, 40.614375"
1439 E 88 ST,PLAC,Raised,"-73.897484, 40.630315"
1439 E 95 ST,ACPL,Raised,"-73.89611, 40.636976"
1439 WARING AV,QU,Raised,"-73.844898, 40.860927"
1439 ZEREGA AV,SOJA,Raised,"-73.847658, 40.837456"
144 3 AV,TICO,NA,"-73.986671, 40.733988"
144 77 ST,PLAC,Raised,"-74.032534, 40.631011"
144 BAY 25 ST,PLAC,Raised,"-74.000522, 40.601261"
144 BAY 26 ST,ACSA2,Raised,"-73.999803, 40.600838"
144 BAY 29 ST,PLAC,Raised,"-73.99759, 40.599517"
144 BRYSON AV,QUPA,Raised,"-74.14401, 40.618253"
144 COLUMBIA HEIGHTS,GLTR,Raised,"-73.996154, 40.698768"
144 E 127 ST,PLAC,Raised,"-73.936396, 40.805619"
144 ELLSWORTH AV,PLAC,Raised,"-74.198132, 40.539289"
144 EYLANDT ST,LIST,NA,"-74.170922, 40.533958"
144 GARFIELD PL,PLAC,Raised,"-73.979236, 40.673374"
144 GETZ AV,PYCA,NA,"-74.166034, 40.556525"
144 GREELEY AV,PLAC,NA,"-74.108984, 40.577798"
144 HAMILTON AV,PLAC,Raised,"-74.082447, 40.644667"
144 JUNO ST,ACRU,Raised,"1.0, 1.0"
144 KELL AV,PLAC,Raised,"-74.135105, 40.609899"
144 LAGUARDIA AV,ACSA1,Raised,"-74.118036, 40.60512"
144 LAMBERTS LA,UNKNOWN,Raised,"-74.1621, 40.615736"
144 LINCOLN AV,ULAM,Raised,"-73.870061, 40.686767"
144 MAINE ST,PLAC,Raised,"-74.249095, 40.511374"
144 ROE ST,ACPL,NA,"-74.121353, 40.630899"
144 ST MARKS AV,ACRU,Raised,"-73.971748, 40.679212"
144 VANBUREN ST,ACPL,Raised,"-74.09331, 40.644618"
144 WELLBROOKE AV,PLAC,Raised,"-74.130303, 40.601758"
144 WILSON ST,PLAC,Raised,"-74.092804, 40.594676"
144-001 119 AV,ACPL,Raised,"-73.796614, 40.678002"
144-001 MELBOURNE AV,QUPA,Raised,"-73.825282, 40.734067"
144-002 116 AV,ACSA1,Raised,"-73.798109, 40.681125"
144-002 119 AV,ACPL,Raised,"-73.796597, 40.678007"
144-002 119 AV,PLAC,Raised,"-73.796597, 40.678007"
144-002 NORTHERN BLVD,PLAC,Raised,"-73.823387, 40.764663"
144-003 NORTHERN BLVD,PYCA,NA,"-73.823387, 40.764663"
144-003 NORTHERN BLVD,ACRU,NA,"-73.823387, 40.764663"
144-004 29 AV,PRPE2,Raised,"-73.824519, 40.772347"
144-004 32 AV,TICO,Raised,"-73.824289, 40.769307"
144-004 32 AV,ACPL,NA,"-73.824289, 40.769307"
144-004 32 AV,ACSA1,NA,"-73.824289, 40.769307"
144-005 29 RD,PLAC,Raised,"-73.824488, 40.771634"
144-005 85 AV,ACPL,Raised,"-73.811945, 40.710878"
144-006 230 PL,PLAC,Raised,"-73.74794, 40.662608"
144-006 89 AV,ACPL,Raised,"-73.811552, 40.703072"
144-007 PARSONS BLVD,QURU,Raised,"-73.822316, 40.786776"
144-007 PARSONS BLVD,ACPL,Raised,"-73.822316, 40.786776"
144-007 PARSONS BLVD,QUPA,Raised,"-73.822316, 40.786776"
144-008 32 AV,ACPL,NA,"-73.824178, 40.769323"
144-009 119 AV,ACPL,Raised,"-73.796544, 40.678022"
144-010 254 ST,ULAM,Raised,"-73.733754, 40.658805"
144-010 32 AV,QUPA,NA,"-73.824123, 40.769331"
144-011 249 ST,QURU,Raised,"-73.737256, 40.659319"
144-012 28 AV,ACSA1,Raised,"-73.8243, 40.773063"
144-012 7 AV,ACPL,Raised,"-73.826964, 40.792538"
144-012 GRAND CENTRAL PKWY,ACPL,Raised,"-73.807971, 40.716001"
144-012 GRAND CENTRAL PKWY,ACSA2,Raised,"-73.807971, 40.716001"
144-013 68 DR,QUPA,Raised,"-73.824251, 40.732074"
144-013 NORTHERN BLVD,PYCA,NA,"-73.823108, 40.764696"
144-014 32 AV,ACPL,NA,"-73.824012, 40.769347"
