address,species,sidewalk_condition,location
177-018 145 RD,QUPA,Raised,"-73.768747, 40.665371"
177-019 136 AV,ACSA2,NA,"-73.763049, 40.674824"
177-019 TROUTVILLE RD,PLAC,Raised,"-73.767129, 40.683584"
177-020 136 AV,ACSA2,NA,"-73.763015, 40.674839"
177-021 145 RD,QUPA,Raised,"-73.768703, 40.665367"
177-022 106 RD,QUPA,Raised,"-73.779653, 40.702531"
177-022 136 AV,ACSA2,NA,"-73.762981, 40.674853"
177-026 136 AV,PYCA,NA,"-73.762911, 40.674882"
177-027 136 AV,ACSA2,NA,"-73.762911, 40.674882"
177-028 145 AV,FRPE,Raised,"-73.770707, 40.665592"
177-029 TROUTVILLE RD,ACSA1,Raised,"-73.766986, 40.683732"
177-030 136 AV,ACSA2,NA,"-73.76284, 40.674911"
177-038 136 AV,ACSA2,NA,"-73.7627, 40.67497"
177-038 LESLIE RD,PLAC,Raised,"-73.765752, 40.682719"
177-039 136 AV,PYCA,NA,"-73.7627, 40.67497"
177-039 LESLIE RD,PLAC,Raised,"-73.765752, 40.682719"
177-040 120 AV,PLAC,Raised,"-73.76678, 40.685042"
177-041 LESLIE RD,PLAC,Raised,"-73.765736, 40.682738"
177-043 LESLIE RD,PLAC,Raised,"-73.765721, 40.682758"
177-045 136 AV,ACSA2,NA,"-73.762595, 40.675013"
177-046 136 AV,ACSA2,NA,"-73.762561, 40.675028"
177-049 LESLIE RD,PLAC,Raised,"-73.765674, 40.682817"
177-051 LESLIE RD,PLAC,Raised,"-73.765659, 40.682836"
1770 E 37 ST,ACPL,Raised,"-73.93477, 40.613973"
1770 E 92 ST,PLAC,Raised,"-73.89032, 40.629757"
1770 RALPH AV,LIST,Raised,"-73.918849, 40.633708"
1770 STUART ST,ACPS,Raised,"-73.941876, 40.609062"
1771 77 ST,PLAC,Raised,"-73.997876, 40.612641"
1771 E 31 ST,ACSA1,Raised,"-73.939109, 40.611161"
1771 E 33 ST,ACPL,Raised,"-73.937683, 40.612085"
1771 MONROE AV,TICO,Raised,"-73.90647, 40.845989"
1772 HUNT AV,ACPS,NA,"-73.865053, 40.845019"
1772 MONROE AV,GLTR,Raised,"-73.906453, 40.846085"
1773 COLEMAN ST,PLAC,Raised,"-73.93188, 40.615782"
1773 E 38 ST,PLAC,Raised,"-73.934024, 40.614397"
1773 W 5 ST,PLAC,Raised,"-73.977969, 40.604336"
1774 76 ST,GLTR,Raised,"-73.997206, 40.613146"
1775 76 ST,PLAC,Raised,"-73.997206, 40.613146"
1775 78 ST,ACRU,Raised,"-73.99835, 40.612019"
1775 E 51 ST,ACPL,Raised,"-73.925664, 40.617047"
1775 GUNTHER AV,LIST,Raised,"1.0, 1.0"
1775 ST LAWRENCE AV,PYCA,NA,"1.0, 1.0"
1775 W 13 ST,PLAC,Raised,"-73.985504, 40.603372"
1776 E 31 ST,ACPL,Raised,"-73.939, 40.611063"
1776 E 53 ST,PLAC,Raised,"-73.923538, 40.615044"
1777 77 ST,PLAC,Raised,"-73.997731, 40.612553"
1777 GUNTHER AV,LIST,Raised,"1.0, 1.0"
1777 TROY AV,ACSA1,Raised,"-73.933759, 40.628883"
1778 UNDERCLIFF AV,ACRU,NA,"-73.919817, 40.85178"
1779 BUSSING AV,ACSA2,Raised,"-73.849541, 40.89401"
1779 W 13 ST,PLAC,Raised,"-73.985485, 40.603274"
178 81 ST,PYCA,Raised,"-74.03314, 40.62795"
178 ADELPHI ST,ZESE,Raised,"-73.971693, 40.692308"
178 AMITY ST,ACSA2,Raised,"-73.993916, 40.688616"
178 B 131 ST,ACSA2,NA,"-73.838229, 40.769373"
178 BRYSON AV,QUPA,Raised,"-74.144128, 40.617387"
178 COLFAX AV,ACPL,NA,"-74.105814, 40.578851"
