address,species,sidewalk_condition,location
142 HUNTER AV,ACSA1,NA,"-74.103658, 40.581425"
142 HYLAN BLVD,ACSA1,Raised,"-74.067226, 40.613509"
142 LAUREL HILL TER,PLAC,Raised,"-73.927258, 40.851738"
142 MADA AV,ACPL,Raised,"-74.107083, 40.631358"
142 MINNA ST,ACPS,Raised,"-73.985214, 40.644934"
142 MOFFAT ST,GLTR,Raised,"-73.907236, 40.686701"
142 N 9 ST,ACPS,Raised,"-73.957362, 40.719454"
142 PELTON AV,GLTR,Raised,"-74.111224, 40.63987"
142 PEMBROKE ST,QUPA,Raised,"-73.937073, 40.579877"
142 ROLLING HILL GREEN,LIST,Raised,"-74.192378, 40.550324"
142 STOBE AV,ACRU,NA,"-74.100497, 40.583664"
142 VEDDER AV,PO,NA,"-74.146035, 40.620666"
142 WASHINGTON AV,QUPA,Raised,"-74.136281, 40.598289"
142 WEIRFIELD ST,GLTR,Raised,"-73.912564, 40.689621"
142-001 37 AV,QUPA,NA,"-73.82741, 40.762548"
142-001 BAYSIDE AV,QUPA,NA,"-73.826551, 40.770137"
142-002 142 ST,ACPL,Raised,"-73.827282, 40.786558"
142-002 142 ST,PLAC,Raised,"-73.827282, 40.786558"
142-002 58 AV,QUPA,Raised,"-73.823773, 40.745077"
142-002 NEGUNDO AV,ACPL,Raised,"-73.81468, 40.749496"
142-003 29 RD,ACPL,Raised,"-73.826541, 40.77163"
142-003 BASCON AV,ACPL,Raised,"1.0, 1.0"
142-003 POPLAR ST,PLAC,Raised,"-73.813494, 40.74836"
142-004 HORACE HARDING EXW,PLAC,Raised,"1.0, 1.0"
142-006 123 AV,PLAC,Raised,"-73.798687, 40.674686"
142-007 29 RD,ACPL,Raised,"-73.826504, 40.77163"
142-008 32 AV,ACPL,NA,"-73.826355, 40.769007"
142-008 32 AV,ULAM,NA,"-73.826355, 40.769007"
142-008 32 AV,PLAC,NA,"-73.826355, 40.769007"
142-010 HORACE HARDING EXW,PLAC,Raised,"1.0, 1.0"
142-010 HORACE HARDING EXW,ACSA1,Raised,"1.0, 1.0"
142-011 129 AV,ACSA1,Raised,"-73.798013, 40.671909"
142-011 224 ST,QUPA,Raised,"-73.752083, 40.668139"
142-013 120 AV,ACSA1,Raised,"-73.798444, 40.676289"
142-014 LABURNAM AV,UNKNOWN,Raised,"-73.815707, 40.750535"
142-015 129 AV,ACSA1,Raised,"-73.797915, 40.671899"
142-015 231 ST,ACPL,Raised,"-73.745105, 40.665101"
142-015 29 RD,ACPL,Raised,"-73.826429, 40.77163"
142-015 32 AV,UNKNOWN,NA,"-73.826205, 40.76903"
142-015 32 AV,ACSA1,Raised,"-73.826205, 40.76903"
142-016 231 ST,ACPS,Raised,"-73.745128, 40.665065"
142-016 29 AV,QUPA,Raised,"-73.826246, 40.772346"
142-017 129 AV,ACSA1,Raised,"-73.797867, 40.671894"
142-017 250 ST,QUPA,Raised,"-73.734425, 40.661082"
142-017 84 DR,PO,Raised,"-73.814335, 40.711094"
142-017 HORACE HARDING EXW,PLAC,Raised,"1.0, 1.0"
142-018 142 PL,ACPL,Raised,"1.0, 1.0"
142-018 32 AV,QUPA,NA,"-73.825964, 40.769067"
142-020 129 AV,ACRU,Raised,"-73.79777, 40.671884"
142-020 84 DR,PLAC,Raised,"-73.814208, 40.711123"
142-020 LABURNAM AV,ACPL,Raised,"-73.815662, 40.750558"
142-021 120 AV,ACPL,Raised,"-73.798305, 40.676308"
142-022 32 AV,FRPE,NA,"-73.825807, 40.769091"
142-023 131 AV,ACSA2,Raised,"-73.797616, 40.67019"
142-024 250 ST,QUPA,Raised,"-73.734558, 40.661014"
142-024 29 AV,ACPL,Raised,"-73.826095, 40.772346"
142-024 PERSHING CRES,ACPL,Raised,"-73.814537, 40.711931"
142-025 129 AV,ACPL,Raised,"-73.797672, 40.671874"
142-025 250 ST,QUPA,Raised,"-73.734558, 40.661014"
142-026 32 AV,QUPA,NA,"-73.825738, 40.769101"
142-027 120 AV,PLAC,Raised,"-73.7982, 40.676321"
142-027 231 ST,QUPA,Raised,"-73.745246, 40.664881"
142-027 29 AV,QUPA,Raised,"-73.826058, 40.772346"
142-027 29 AV,ACPL,Raised,"-73.826058, 40.772346"
142-030 32 AV,ACSA1,Raised,"-73.825667, 40.769111"
142-031 120 AV,ACSA1,Raised,"-73.798131, 40.67633"
142-033 250 ST,QUPA,Raised,"-73.734691, 40.660946"
142-035 32 AV,ACPL,NA,"-73.825661, 40.769112"
142-035 PERSHING CRES,QUPA,Raised,"-73.814461, 40.711837"
142-035 PERSHING CRES,ACPL,Raised,"-73.814461, 40.711837"
142-036 130 AV,ACRU,Raised,"-73.796932, 40.671284"
142-037 250 ST,QUPA,Raised,"-73.734755, 40.660913"
142-041 231 ST,ACPL,Raised,"-73.745412, 40.664623"
142-042 N HEMPSTEAD TPKE,ACPL,Raised,"1.0, 1.0"
142-043 123 AV,TICO,Raised,"-73.797469, 40.674611"
142-044 BAYSIDE AV,ACPL,Raised,"-73.826287, 40.770146"
142-044 PARSONS BLVD,QUPA,NA,"-73.822149, 40.78638"
142-050 32 AV,QUPA,NA,"-73.825313, 40.769161"
142-050 32 AV,ACSA1,NA,"-73.825313, 40.769161"
142-050 32 AV,ACPL,NA,"-73.825313, 40.769161"
142-051 123 AV,TICO,Raised,"-73.797234, 40.674578"
142-062 BASCON AV,ACPL,Raised,"1.0, 1.0"
1420 BURKE AV,PLAC,Raised,"-73.846527, 40.872332"
1420 BUSHWICK AV,ACSA1,Raised,"-73.909066, 40.684333"
1420 BUSHWICK AV,GLTR,Raised,"-73.909066, 40.684333"
1420 E 103 ST,PLAC,Raised,"-73.886653, 40.63803"
1420 E 22 ST,ACPL,Raised,"-73.952801, 40.617307"
1420 NEWKIRK AV,QUPA,Raised,"-73.964031, 40.635188"
1420 REMSEN AV,ACPL,Raised,"-73.901192, 40.636031"
1421 66 ST,PLAC,Raised,"-73.999519, 40.623792"
