address,species,sidewalk_condition,location
434 BARBEY ST,PLAC,Raised,"-73.887348, 40.672081"
434 COURT ST,SOJA,Raised,"-73.997413, 40.679225"
434 CROSSBAY BLVD,PLAC,NA,"-73.819359, 40.611951"
434 CROSSBAY BLVD,TICO,NA,"-73.819359, 40.611951"
434 E 14 ST,ACRU,Raised,"-73.981923, 40.662836"
434 E 5 ST,PLAC,Raised,"-73.975181, 40.641637"
434 PACIFIC ST,ACPL,Raised,"-73.983426, 40.68558"
4340 EDSON AV,QUPA,Raised,"-73.846392, 40.897546"
4341 BAYCHESTER AV,ACPL,Raised,"-73.845506, 40.897741"
4341 BAYCHESTER AV,ACSA2,Raised,"-73.845506, 40.897741"
4341 EDSON AV,ACSA2,Raised,"-73.846414, 40.897603"
4341 RICHARDSON AV,ACSA2,Raised,"-73.85662, 40.897064"
4343 WILDER AV,UNKNOWN,Raised,"-73.84379, 40.898173"
4344 RICHARDSON AV,FRPE,Raised,"-73.85649, 40.897256"
4345 BAYCHESTER AV,PLAC,Raised,"-73.845544, 40.897842"
4345 EDSON AV,ACSA2,Raised,"-73.846452, 40.897702"
4345 RICHARDSON AV,ACSA2,Raised,"-73.856548, 40.897171"
4349 RICHARDSON AV,ACRURE,Raised,"-73.856475, 40.897279"
435 10 ST,TICO,Raised,"-73.985033, 40.667724"
435 5 ST,PYCA,Raised,"-73.98088, 40.669945"
435 6 ST,QUPA,Raised,"-73.981316, 40.669307"
435 62 ST,PLAC,Raised,"-74.018815, 40.639224"
435 72 ST,PLAC,Raised,"-74.023336, 40.632396"
435 77 ST,PLAC,Raised,"-74.024817, 40.628884"
435 CHRISTOPHER AV,GLTR,Raised,"-73.903778, 40.661576"
435 E 165 ST,GIBI,Raised,"-73.910534, 40.827369"
435 E 238 ST,ACPL,Raised,"-73.864077, 40.900007"
435 E 8 ST,ULAM,Raised,"-73.970839, 40.639324"
435 KISSEL AV,ACPL,Raised,"-74.104294, 40.633463"
435 OAKLAND AV,ACPL,Raised,"-74.110566, 40.631381"
435 VANDERBILT AV,UNKNOWN,Raised,"-73.96825, 40.68519"
435 W 149 ST,QUPA,Raised,"-73.944465, 40.827238"
435 W 263 ST,ACPL,NA,"-73.901061, 40.911845"
4350 RICHARDSON AV,FRPE,Raised,"-73.856373, 40.897428"
4350 VANCORTLANDT PK E,ACPL,Raised,"-73.8727, 40.899498"
4351 BAYCHESTER AV,ACPL,Raised,"-73.845602, 40.897994"
4351 MURDOCK AV,PLAC,Raised,"-73.842978, 40.898571"
4353 MURDOCK AV,PLAC,Raised,"-73.842998, 40.898623"
4355 BAYCHESTER AV,ACPL,Raised,"-73.845641, 40.898096"
4355 MURDOCK AV,PLAC,Raised,"-73.843017, 40.898672"
4357 BAYCHESTER AV,ACSA2,Raised,"-73.84566, 40.898145"
4357 VIREO AV,ACSA1,Raised,"-73.862997, 40.900616"
4359 MURDOCK AV,PLAC,Raised,"-73.843056, 40.898774"
436 11 ST,ZESE,Raised,"-73.984164, 40.666457"
436 47 ST,ACRU,Raised,"-74.009991, 40.647643"
436 ADAMS AV,PLAC,Raised,"-74.094434, 40.57754"
436 B 132 ST,ACPL,NA,"-73.83626, 40.787304"
436 BARBEY ST,PLAC,Raised,"-73.887334, 40.672027"
436 BUCHANAN AV,LIST,Raised,"-74.133714, 40.604254"
436 CROSSBAY BLVD,TICO,NA,"-73.819343, 40.611934"
436 CROSSBAY BLVD,PLAC,NA,"-73.819343, 40.611934"
436 E 12 ST,CABI,Raised,"-73.981821, 40.664482"
436 E 12 ST,ACPL,Raised,"-73.981821, 40.664482"
436 E 57 ST,PLAC,Raised,"-73.922864, 40.644988"
436 E 9 ST,PLAC,Raised,"-73.969645, 40.638009"
436 HENRY ST,PLAC,Raised,"-73.998376, 40.686307"
436 HOLTEN AV,PLAC,Raised,"1.0, 1.0"
436 STEWART AV,ACSA1,Raised,"-74.145601, 40.613312"
436 W 204 ST,PLAC,Raised,"-73.919161, 40.862117"
4360 BAYCHESTER AV,PLAC,Raised,"-73.845699, 40.898247"
4360 BAYCHESTER AV,ACSA2,Raised,"-73.845699, 40.898247"
4361 BAYCHESTER AV,ACPL,Raised,"-73.845699, 40.898247"
4361 MURDOCK AV,PLAC,Raised,"-73.843075, 40.898824"
4361 WILDER AV,ACPL,Raised,"-73.843964, 40.898627"
4362 BEDFORD AV,PLAC,Raised,"-73.945782, 40.595432"
4362 DEREIMER AV,PYCA,Raised,"-73.844782, 40.898505"
4363 BEDFORD AV,FRPE,Raised,"-73.945769, 40.595365"
4363 MURDOCK AV,PLAC,Raised,"-73.843095, 40.898876"
4365 MURDOCK AV,PLAC,Raised,"-73.843114, 40.898925"
4367 BEDFORD AV,PLAC,Raised,"-73.94575, 40.595264"
4368 BEDFORD AV,PLAC,Raised,"-73.94575, 40.595264"
4368 DEREIMER AV,ACSA1,Raised,"-73.844839, 40.898656"
4368 RICHARDSON AV,FRPE,Raised,"-73.856019, 40.897948"
4369 MURDOCK AV,PLAC,Raised,"-73.843153, 40.899027"
4369 RICHARDSON AV,FRPE,Raised,"-73.856088, 40.897847"
437 18 ST,PLAC,Raised,"-73.985144, 40.659135"
437 45 ST,TICO,Raised,"-74.008827, 40.648764"
437 53 ST,GIBI,Raised,"-74.013485, 40.644284"
437 B 132 ST,PLAC,NA,"-73.83626, 40.787304"
437 E 237 ST,ACPL,Raised,"-73.864497, 40.899268"
437 E 237 ST,ACPS,Raised,"-73.864497, 40.899268"
437 E 42 ST,PLAC,Raised,"-73.937381, 40.644891"
437 E 57 ST,PLAC,Raised,"-73.922858, 40.644937"
437 ELTINGEVILLE BLVD,ACPL,NA,"-74.166893, 40.556014"
437 MORRIS PARK AV,QUPA,NA,"-73.873339, 40.84012"
437 NOME AV,ACSA1,Raised,"-74.16414, 40.589744"
4370 CARPENTER AV,GLTR,NA,"-73.857563, 40.898676"
4370 DEREIMER AV,ACPL,Raised,"-73.844858, 40.898706"
4371 WILDER AV,ACPL,Raised,"-73.844061, 40.89888"
4372 DEREIMER AV,ACPL,Raised,"-73.844878, 40.898758"
4372 WILDER AV,PLAC,Raised,"-73.844081, 40.898932"
4373 BAYCHESTER AV,ACSA2,Raised,"-73.845816, 40.898552"
4373 BAYCHESTER AV,ACPL,Raised,"-73.845816, 40.898552"
4373 KATONAH AV,QUPA,Raised,"-73.867861, 40.901164"
4373 MURDOCK AV,PLAC,Raised,"-73.843192, 40.899129"
4373 RICHARDSON AV,FRPE,Raised,"-73.855996, 40.897982"
4374 BEDFORD AV,PLAC,Raised,"-73.945722, 40.595114"
4374 EDSON AV,ACSA2,Raised,"-73.846721, 40.898406"
4376 DEREIMER AV,ACSA1,Raised,"-73.844917, 40.898859"
4377 BEDFORD AV,ACPL,Raised,"-73.945703, 40.595014"
4377 MURDOCK AV,PLAC,Raised,"-73.843231, 40.89923"
4378 DEREIMER AV,ACSA1,Raised,"-73.844936, 40.898909"
4379 RICHARDSON AV,FRPE,Raised,"-73.855859, 40.898183"
438 2 AV,QUPA,NA,"-73.980015, 40.739104"
438 43 ST,PLAC,Raised,"-74.007615, 40.649855"
438 44 ST,QUPA,Raised,"-74.008197, 40.649296"
438 54 ST,PLAC,Raised,"-74.014023, 40.643696"
438 6 AV,PLAC,Raised,"-73.984089, 40.667856"
438 63 ST,PLAC,Raised,"-74.019306, 40.638612"
438 7 ST,GLTR,Raised,"-73.981536, 40.66857"
438 74 ST,PLAC,Raised,"-74.023806, 40.631063"
438 8 ST,ACPL,Raised,"-73.980094, 40.667027"
438 E 43 ST,ACPL,Raised,"-73.936453, 40.64493"
438 ESSEX ST,UNKNOWN,Raised,"-73.881504, 40.673171"
4381 RICHARDSON AV,FRPE,Raised,"-73.855813, 40.898251"
4382 RICHARDSON AV,FRPE,Raised,"-73.85573, 40.898372"
4383 MURDOCK AV,PLAC,Raised,"-73.843289, 40.899382"
4384 BEDFORD AV,ACPL,Raised,"-73.945674, 40.594864"
4384 CARPENTER AV,GLTR,NA,"-73.857286, 40.899082"
4385 MURDOCK AV,PLAC,Raised,"-73.843308, 40.899431"
4388 BEDFORD AV,ACPL,Raised,"-73.945655, 40.594763"
4389 BEDFORD AV,ACPL,Raised,"-73.945646, 40.594714"
4389 MARTHA AV,ACPL,Raised,"-73.865615, 40.901887"
439 41 ST,PLAC,Raised,"-74.006449, 40.650977"
439 46 ST,PLAC,Raised,"-74.009365, 40.648174"
439 47 ST,GLTR,Raised,"-74.009945, 40.647615"
439 6 ST,TICO,Raised,"-73.981183, 40.669243"
439 63 ST,PLAC,Raised,"-74.019306, 40.638612"
439 7 ST,ACPL,Raised,"-73.981783, 40.66869"
439 ADAMS AV,ACSA1,Raised,"-74.094356, 40.577499"
439 B 139 ST,QUPA,Raised,"-73.813551, 40.703082"
439 E 238 ST,ACPL,Raised,"-73.863947, 40.900021"
439 E 57 ST,QUPA,Raised,"-73.922853, 40.644884"
439 E 57 ST,PLAC,Raised,"-73.922853, 40.644884"
439 E 91 ST,PLAC,Raised,"-73.921219, 40.655109"
439 EFFINGHAM AV,ACSA2,Raised,"-73.845238, 40.816108"
439 ELTINGEVILLE BLVD,ACPL,NA,"-74.166903, 40.55606"
439 GOWER ST,LIST,Raised,"-74.123453, 40.601315"
439 HENRY ST,PLAC,Raised,"-73.998287, 40.686495"
439 SHEPHERD AV,UNKNOWN,Raised,"-73.880705, 40.67373"
439/441 BUCHANAN AV,PLAC,Raised,"1.0, 1.0"
4390 BEDFORD AV,PLAC,Raised,"-73.945646, 40.594714"
4390 RICHARDSON AV,FRPE,Raised,"-73.855564, 40.898615"
4397 BEDFORD AV,ACPL,Raised,"-73.945608, 40.594513"
4399 BEDFORD AV,PLAC,Raised,"-73.945598, 40.594463"
44 77 ST,PLAC,Raised,"-74.035981, 40.631826"
44 78 ST,ACPL,Raised,"-74.03629, 40.631098"
44 85 ST,QUPA,Raised,"-74.038387, 40.626198"
44 AINSWORTH AV,GLTR,Raised,"-74.139314, 40.553063"
44 AMSTERDAM PL,ACSA1,Raised,"-74.165301, 40.600344"
44 BUEL AV,PLAC,Raised,"-74.100116, 40.588635"
44 CHAMPLAIN AV,PLAC,Raised,"-74.127218, 40.561944"
44 CLIFTON PL,FRPE,Raised,"-73.962958, 40.687789"
44 COLLEGE AV,QUPA,Raised,"-74.122225, 40.622056"
44 COLUMBIA PL,QUPA,Raised,"-73.998793, 40.692725"
44 DEVENS ST,ACPL,NA,"-74.1462, 40.6191"
44 DEVENS ST,LIST,NA,"-74.1462, 40.6191"
44 DEVENS ST,PYCA,NA,"-74.1462, 40.6191"
44 E 13 ST,PLAC,Raised,"-73.996365, 40.670688"
44 E 2 ST,PLAC,Raised,"-73.979787, 40.65094"
44 E 3 ST,ACRU,Raised,"-73.978906, 40.651284"
44 E 5 ST,PLAC,Raised,"-73.977768, 40.652642"
44 ESCANABA AV,QUPA,NA,"-74.159155, 40.549429"
44 ESCANABA AV,ACSA1,Raised,"-74.159155, 40.549429"
44 FIELDWAY AV,ACRU,Raised,"-74.142999, 40.55131"
44 FINLEY AV,ACPL,Raised,"-74.102584, 40.565257"
44 MACON ST,QUPA,Raised,"-73.94936, 40.681113"
44 MALONE AV,PLAC,Raised,"-74.127771, 40.561336"
44 PAERDEGAT 6 ST,ACPL,Raised,"-73.908232, 40.631143"
44 PARK PL,PLAC,Raised,"-74.090048, 40.641638"
44 PRESIDENT ST,QUPA,Raised,"-74.1357, 40.603992"
44 REMSEN ST,QUPA,Raised,"-73.996772, 40.694724"
44 ROOSEVELT AV,ACPL,Raised,"-74.132983, 40.605497"
44 ROSEDALE AV,ACPS,NA,"-74.199134, 40.546705"
44 SANFORD PL,ACPL,Raised,"-74.115515, 40.615055"
44 STEERS ST,ACPS,Raised,"-74.140049, 40.596579"
44 W 62 ST,GLTR,Raised,"-73.98246, 40.770707"
44 WALBROOKE AV,PLAC,Raised,"-74.103275, 40.633483"
44 WIMAN AV,PLAC,Raised,"-74.148806, 40.542544"
44-001 74 ST,ACPL,Raised,"-73.890545, 40.741502"
44-001 KETCHAM PL,GLTR,Raised,"-73.879786, 40.743093"
44-009 KETCHAM PL,GLTR,Raised,"-73.879661, 40.743036"
44-010 KETCHAM ST,GLTR,Raised,"-73.879631, 40.743023"
44-011 189 ST,PLAC,Raised,"-73.791793, 40.756183"
44-013 F LEWIS BLVD,QUPA,Raised,"1.0, 1.0"
44-015 64 ST,ACSA2,Raised,"-73.901463, 40.740872"
44-015 KETCHAM PL,GLTR,Raised,"-73.879568, 40.742994"
44-016 65 ST,ACSA2,Raised,"-73.900539, 40.740807"
44-019 64 ST,ACSA1,Raised,"-73.901475, 40.740792"
44-020 64 ST,UNKNOWN,Raised,"-73.901481, 40.740753"
44-020 KETCHAM PL,ACSA2,Raised,"-73.879475, 40.742953"
44-021 64 ST,ACSA1,Raised,"-73.901481, 40.740753"
44-021 65 ST,ACSA2,Raised,"-73.900546, 40.740746"
44-022 KETCHAM PL,ACPL,Raised,"-73.879445, 40.742939"
44-025 65 ST,ACSA2,Raised,"-73.900553, 40.740685"
44-026 KETCHAM PL,ACPL,Raised,"-73.879383, 40.742911"
44-028 65 ST,ACSA2,Raised,"-73.90056, 40.740624"
44-028 KETCHAM PL,GLTR,Raised,"-73.879351, 40.742896"
44-029 65 ST,ACSA2,Raised,"-73.90056, 40.740624"
44-033 65 ST,PLAC,Raised,"-73.900567, 40.740563"
44-034 64 ST,ACSA2,Raised,"-73.901522, 40.740472"
44-034 GLEANE ST,GLTR,Raised,"1.0, 1.0"
44-041 64 ST,PLAC,Raised,"-73.901539, 40.740352"
44-043 64 ST,ACSA2,Raised,"-73.901545, 40.740311"
44-049 64 ST,ACSA2,Raised,"-73.901563, 40.740191"
44-051 64 ST,ACSA2,Raised,"-73.901569, 40.740152"
44-062 LAUREL HILL BLVD,PYCA,Raised,"-73.921106, 40.735537"
44-063 LAUREL HILL BLVD,QUPH,Raised,"-73.921432, 40.735575"
44-066 LAUREL HILL BLVD,ACSA1,Raised,"-73.921106, 40.735537"
44-069 KISSENA BLVD,ULAM,Raised,"-73.821341, 40.752664"
44-105 ELM AV,ACPL,Raised,"1.0, 1.0"
440 3 ST,TICO,Raised,"-73.980818, 40.671605"
440 43 ST,PLAC,Raised,"-74.007571, 40.649828"
440 46 ST,PLAC,Raised,"-74.009321, 40.648148"
440 54 ST,PLAC,Raised,"-74.013979, 40.64367"
440 6 AV,QUPA,Raised,"-73.984158, 40.667774"
440 BUCHANAN AV,GLTR,Raised,"-74.133698, 40.604137"
440 DELFIELD AV,ACRU,Raised,"-74.113057, 40.631175"
440 E 19 ST,LITU,Raised,"-73.960333, 40.640052"
440 E 19 ST,ACPL,Raised,"-73.960333, 40.640052"
440 E 57 ST,ACSA2,Raised,"-73.922853, 40.644884"
440 E 8 ST,TICO,Raised,"-73.97082, 40.639225"
440 E 8 ST,ACSA1,Raised,"-73.97082, 40.639225"
440 HENDRIX ST,ACPL,Raised,"-73.888956, 40.671033"
440 WATCHAGUE RD,ACPL,NA,"-74.145727, 40.616998"
