address,species,sidewalk_condition,location
579 ALABAMA AV,PLAC,Raised,"-73.896179, 40.661758"
579 E 85 ST,ACPL,Raised,"-73.913639, 40.641476"
579 E 86 ST,ACPL,Raised,"-73.912958, 40.642038"
579 E 88 ST,PYCA,Raised,"-73.911254, 40.642685"
579 ELTON ST,PLAC,Raised,"-73.882104, 40.668683"
579 GREENE AV,ACPL,Raised,"-73.946868, 40.688893"
579 JEFFERSON AV,GIBI,Raised,"-73.934942, 40.685022"
579 SHELDEN AV,GLTR,Raised,"-74.194516, 40.541699"
58 77 ST,PLAC,Raised,"-74.035411, 40.631691"
58 85 ST,QUPA,Raised,"-74.037817, 40.626051"
58 AINSWORTH AV,PLAC,Raised,"-74.138983, 40.552792"
58 BAY 20 ST,PYCA,Raised,"-74.002349, 40.605283"
58 BRADFORD ST,PLAC,Raised,"-73.893607, 40.678241"
58 CHEEVER PL,ACPL,Raised,"-73.999715, 40.685348"
58 COLLFIELD AV,QUPA,Raised,"-74.1427, 40.620762"
58 COLUMBUS AV,LIST,Raised,"-74.09095, 40.600988"
58 E 2 ST,PLAC,Raised,"-73.97972, 40.650587"
58 E AUGUSTA AV,ACPL,NA,"-74.159289, 40.553111"
58 GREENCROFT AV,LIST,Raised,"-74.135449, 40.551749"
58 HAWTHORNE AV,PLAC,Raised,"-74.147439, 40.615606"
58 HOLLY ST,GLTR,Raised,"-74.094934, 40.599692"
58 MAC DONALD ST,QUPA,Raised,"-74.134957, 40.600338"
58 MIDDLELOOP RD,QUPA,NA,"-74.162954, 40.554693"
58 PROSPECT PL,ACPL,Raised,"-73.975785, 40.679516"
58 QUINLAN AV,ACSA1,Raised,"-74.129002, 40.610863"
58 REMSEN ST,PLAC,Raised,"-73.996197, 40.694563"
58 SPRING ST,LIST,Raised,"-74.094339, 40.60349"
58 SPRING ST,ACRU,Raised,"-74.094339, 40.60349"
58 ST MARKS AV,PLAC,Raised,"-73.975462, 40.680083"
58 ST MARKS PL,GLTR,Raised,"-73.980359, 40.681981"
58 VICTORIA DR,FRPE,Raised,"-74.195253, 40.54972"
58-001 206 ST,ACPL,NA,"-73.771347, 40.747008"
58-001 63 ST,ACPL,Raised,"-73.901608, 40.71986"
58-002 206 ST,ACPL,NA,"-73.771331, 40.746975"
58-002 69 ST,UNKNOWN,Raised,"-73.894529, 40.724558"
58-002 69 ST,PLAC,Raised,"-73.894529, 40.724558"
58-002 69 ST,QUPA,Raised,"-73.894529, 40.724558"
58-003 203 ST,PLAC,Raised,"-73.77405, 40.74623"
58-003 215 ST,ACPL,Raised,"-73.763276, 40.749184"
58-003 58 AV,ACPL,NA,"-73.91185, 40.720953"
58-003 58 AV,GLTR,NA,"-73.91185, 40.720953"
58-003 CALLOWAY ST,PLAC,Raised,"-73.858342, 40.738103"
58-004 256 ST,ACPL,Raised,"-73.724186, 40.761648"
58-004 CLEARVIEW EXWY,ACPL,Raised,"-73.773156, 40.746454"
58-004 OCEANIA ST,ACPL,NA,"-73.768633, 40.747675"
58-005 207 ST,ACPL,NA,"-73.770429, 40.747179"
58-006 69 ST,QUPA,Raised,"-73.894497, 40.724453"
58-007 201 ST,ACRU,Raised,"-73.775781, 40.745676"
58-007 OCEANIA ST,QUPA,NA,"-73.768617, 40.747641"
58-009 69 ST,QUPA,Raised,"-73.894476, 40.724384"
58-010 64 ST,ACPL,Raised,"-73.90091, 40.720731"
58-010 69 PL,ACPL,Raised,"-73.893365, 40.724766"
58-011 198 ST,QURU,Raised,"-73.778531, 40.744846"
58-011 82 ST,ACSA1,Raised,"-73.879376, 40.727974"
58-012 CLEARVIEW EXWY,ACSA1,Raised,"-73.77311, 40.746317"
58-013 FRESH POND RD,ACSA2,Raised,"-73.903034, 40.721332"
58-014 201 ST,ACPL,Raised,"-73.775716, 40.745539"
58-014 69 ST,ULAM,Raised,"-73.894434, 40.724245"
58-015 60 LA,ACPL,Raised,"-73.904792, 40.720266"
58-015 66 ST,ACSA2,Raised,"-73.897887, 40.721029"
58-016 217 ST,ACPL,Raised,"-73.761314, 40.749468"
58-016 79 ST,ACPL,Raised,"-73.881623, 40.72661"
58-016 CLEARVIEW EXWY,PLAC,Raised,"-73.773086, 40.746247"
58-017 76 ST,ACPL,Raised,"-73.884285, 40.726041"
58-018 186 ST,ACPL,Raised,"-73.78918, 40.741821"
58-018 203 ST,PLAC,Raised,"-73.773931, 40.745953"
58-018 69 PL,ACPL,Raised,"-73.893233, 40.724597"
58-019 185 ST,ACPL,Raised,"-73.790086, 40.74163"
58-019 201 ST,PLAC,Raised,"-73.775683, 40.74547"
58-019 264 ST,ACSA1,Raised,"-73.719045, 40.762071"
58-019 61 ST,ACSA1,Raised,"-73.90394, 40.720694"
58-020 197 ST,ACPL,Raised,"-73.779346, 40.744457"
58-020 CLEARVIEW EXWY,ACPL,Raised,"-73.773063, 40.746179"
58-020 CLEARVIEW EXWY,PLAC,Raised,"-73.773063, 40.746179"
58-021 47 AV,AC,Raised,"-73.90735, 40.74057"
58-021 69 PL,PLAC,Raised,"-73.893199, 40.724555"
58-023 69 PL,TICO,Raised,"-73.893166, 40.724513"
58-024 185 ST,ACPS,Raised,"-73.790052, 40.741558"
58-024 74 ST,ACPL,Raised,"-73.887103, 40.725392"
58-024 CLEARVIEW EXWY,PLAC,Raised,"-73.77304, 40.74611"
58-025 69 PL,ACSA1,Raised,"-73.893133, 40.724471"
58-026 OCEANIA ST,ACPL,NA,"-73.768454, 40.747299"
58-028 210 ST,PLAC,NA,"-73.767552, 40.747548"
58-028 219 ST,ACPL,Raised,"-73.759528, 40.749831"
58-028 74 ST,FRPE,NA,"-73.8871, 40.725309"
58-029 FRESH POND RD,ACSA1,Raised,"-73.902936, 40.720979"
58-029 OCEANIA ST,UNKNOWN,NA,"-73.768437, 40.747264"
58-030 OCEANIA ST,ACPL,NA,"-73.768421, 40.74723"
58-031 210 ST,ACPL,NA,"-73.767538, 40.747517"
58-032 208 ST,FRPE,NA,"-73.769322, 40.746944"
58-032 CLEARVIEW EXWY,PLAC,Raised,"-73.772993, 40.745973"
58-033 FRESH POND RD,ACPL,Raised,"-73.902911, 40.72089"
58-034 61 ST,ACPL,Raised,"-73.903813, 40.72042"
58-035 203 ST,PRSE1,Raised,"-73.773814, 40.745678"
58-035 218 ST,QUPA,Raised,"-73.760296, 40.749438"
58-035 84 ST,ACRU,Raised,"-73.87713, 40.729002"
58-036 210 ST,PLAC,NA,"-73.767495, 40.747421"
58-036 CLEARVIEW EXWY,PLAC,Raised,"-73.77297, 40.745903"
58-037 61 ST,ACPS,Raised,"-73.903797, 40.720386"
58-037 66 ST,CASP,Raised,"-73.897882, 40.720886"
58-037 OCEANIA ST,ACPL,NA,"-73.768373, 40.747128"
58-038 262 ST,PLAC,Raised,"-73.721018, 40.761711"
58-040 210 ST,PLAC,NA,"-73.767466, 40.747357"
58-040 217 ST,ACPL,Raised,"-73.761124, 40.749068"
58-040 CLEARVIEW EXWY,ACPL,Raised,"-73.772946, 40.745835"
58-040 CLEARVIEW EXWY,PLAC,Raised,"-73.772946, 40.745835"
58-041 264 ST,ACSA1,Raised,"-73.718888, 40.761797"
58-041 61 ST,ACPL,Raised,"-73.903765, 40.720317"
58-041 CLEARVIEW EXWY,QUPA,NA,"-73.771973, 40.746273"
58-041 OCEANIA ST,ACPL,NA,"-73.76834, 40.747059"
58-043 218 ST,ACPL,Raised,"-73.760235, 40.749311"
58-043 CLEARVIEW EXWY,ACPL,NA,"-73.771959, 40.746247"
58-044 217 ST,ACPL,Raised,"-73.761092, 40.749001"
58-044 78 ST,ACSA1,Raised,"-73.882277, 40.726056"
58-044 OCEANIA ST,ACPL,NA,"-73.768307, 40.74699"
58-048 75 ST,PYCA,NA,"-73.886126, 40.725311"
58-048 75 ST,ACPL,NA,"-73.886126, 40.725311"
58-048 78 ST,ACPL,Raised,"-73.882229, 40.725997"
58-048 OCEANIA ST,ACPL,NA,"-73.768274, 40.746921"
58-052 197 ST,PLAC,Raised,"-73.779105, 40.743947"
58-052 76 ST,CR,NA,"-73.884181, 40.725344"
58-052 76 ST,ACPL,NA,"-73.884181, 40.725344"
58-052 OCEANIA ST,ACPL,NA,"-73.768242, 40.746852"
58-054 198 ST,ACSA1,Raised,"-73.778178, 40.744095"
58-055 212 ST,UNKNOWN,Raised,"-73.76549, 40.747552"
58-056 212 ST,UNKNOWN,Raised,"-73.765475, 40.747518"
58-056 OCEANIA ST,ACPL,NA,"-73.76821, 40.746785"
58-058 FRESH POND RD,ACSA1,Raised,"-73.902751, 40.720319"
58-059 207 ST,TICO,NA,"-73.76999, 40.746256"
58-059 HORACE HARDING EXW,PLAC,NA,"1.0, 1.0"
58-060 HORACE HARDING EXW,PLAC,NA,"1.0, 1.0"
58-060 OCEANIA ST,QUPA,NA,"-73.768177, 40.746716"
58-064 FRESH POND RD,ACPL,Raised,"-73.902715, 40.720188"
58-065 FRESH POND RD,PLAC,Raised,"-73.902715, 40.720188"
58-068 FRESH POND RD,ACPL,Raised,"-73.90269, 40.7201"
58-083 57 RD,UNKNOWN,Raised,"-73.909032, 40.722427"
580 BEMENT AV,PLAC,Raised,"-74.110977, 40.62758"
580 CARY AV,LIST,NA,"-74.121121, 40.632158"
580 E 85 ST,ACPL,Raised,"-73.913601, 40.641443"
580 E 92 ST,PLAC,Raised,"-73.917413, 40.652797"
580 JEFFERSON AV,ACPL,Raised,"-73.934945, 40.685021"
5800 9 AV,PLAC,Raised,"-74.006177, 40.635296"
5800 ARLINGTON AV,ACSA1,NA,"-73.907277, 40.907619"
5800 ARLINGTON AV,ACSA2,NA,"-73.907277, 40.907619"
5801 Avenue L,ACPL,Raised,"-73.919675, 40.624038"
5802 15 AV,ACSA1,Raised,"-73.992981, 40.627306"
5803 208 ST,FRPE,NA,"-73.784426, 40.785168"
5803 Avenue M,PLAC,Raised,"-73.919422, 40.621837"
5804 17 AV,ACSA1,Raised,"-73.988335, 40.624483"
5804 208 ST,TICO,NA,"-73.784426, 40.785168"
5804 208 ST,ACPL,NA,"-73.784426, 40.785168"
5804 208 ST,FRPE,NA,"-73.784426, 40.785168"
5804 BEVERLEY RD,PLAC,Raised,"-73.922065, 40.646799"
5804 OCEANIA ST,ACPL,NA,"-73.767617, 40.745529"
5805 207 ST,ACPL,NA,"1.0, 1.0"
5805 CLEARVIEW EXWY,PLAC,NA,"-73.790574, 40.787987"
5805 TYNDALL AV,ACPL,Raised,"-73.901535, 40.905358"
5807 Avenue M,PLAC,Raised,"-73.919385, 40.621839"
5807 SNYDER AV,PLAC,Raised,"-73.922449, 40.65059"
5809 Avenue L,PLAC,Raised,"-73.919601, 40.624042"
5809 CLEARVIEW EXWY,PLAC,NA,"-73.790574, 40.787987"
581 10 ST,PYCA,Raised,"-73.981002, 40.665775"
581 6 ST,ACPL,Raised,"-73.976637, 40.667048"
581 BRISTOL ST,ZESE,Raised,"-73.909327, 40.656725"
581 E 83 ST,PLAC,Raised,"-73.914997, 40.64046"
5810 17 AV,PLAC,Raised,"-73.988369, 40.62445"
5810 Avenue T,PLAC,Raised,"-73.918478, 40.61516"
5810 SNYDER AV,ACSA1,Raised,"-73.922412, 40.650593"
5811 Avenue L,PLAC,Raised,"-73.919583, 40.624043"
5811 CLEARVIEW EXWY,PLAC,NA,"-73.790574, 40.787987"
5811 SNYDER AV,PLAC,Raised,"-73.922412, 40.650593"
5812 14 AV,PLAC,Raised,"-73.995239, 40.62858"
5812 Avenue T,PLAC,Raised,"-73.918466, 40.615169"
5812 BEVERLEY RD,QUPA,Raised,"-73.921991, 40.646803"
5816 6 AV,PLAC,Raised,"-74.012869, 40.639198"
5816 BEVERLEY RD,PLAC,Raised,"-73.921954, 40.646806"
5817 CLEARVIEW EXWY,ACPL,NA,"-73.790574, 40.787987"
5817 TILDEN AV,QUPA,Raised,"-73.922151, 40.648667"
5818 Avenue M,PLAC,Raised,"-73.919274, 40.621846"
5818 OCEANIA ST,ACPL,NA,"-73.767617, 40.745529"
5819 CLEARVIEW EXWY,ACPL,NA,"-73.790574, 40.787987"
5819 TILDEN AV,QUPA,Raised,"-73.922132, 40.648668"
582 CARY AV,LIST,NA,"-74.121182, 40.632151"
582 E 7 ST,PLAC,Raised,"-73.971591, 40.637506"
582 E 83 ST,ACPL,Raised,"-73.914956, 40.640423"
582 E 92 ST,PLAC,Raised,"-73.917368, 40.652757"
5821 Avenue L,PLAC,Raised,"-73.919491, 40.624049"
5822 6 AV,PLAC,Raised,"-74.012901, 40.639165"
5822 69 ST,AEHI,Raised,"-73.895874, 40.749437"
5822 69 ST,ACSA1,Raised,"-73.895874, 40.749437"
5823 CLEARVIEW EXWY,PLAC,NA,"-73.790574, 40.787987"
5823 TILDEN AV,ACSA1,Raised,"-73.922096, 40.64867"
5827 KINGS HWY,ACSA2,Raised,"-73.922704, 40.652869"
5827 TYNDALL AV,QUPA,Raised,"-73.901468, 40.905702"
583 11 ST,TICO,Raised,"-73.979849, 40.664371"
583 BRISTOL ST,ZESE,Raised,"-73.909314, 40.656677"
583 E 14 ST,QUPA,Raised,"1.0, 1.0"
583 E 14 ST,PLAC,Raised,"1.0, 1.0"
583 E 80 ST,PLAC,Raised,"-73.917178, 40.63901"
583 JEROME ST,PLAC,Raised,"-73.885056, 40.666709"
583 PUTNAM AV,GLTR,Raised,"-73.938009, 40.685416"
5833 CLEARVIEW EXWY,PLAC,NA,"-73.790574, 40.787987"
5835 CLEARVIEW EXWY,ACPL,NA,"-73.790574, 40.787987"
5835 KINGS HWY,ACSA2,Raised,"-73.922651, 40.653026"
584 BEMENT AV,ACSA1,Raised,"-74.110965, 40.627456"
584 BRISTOL ST,PLAC,Raised,"-73.909314, 40.656677"
584 CARY AV,TICO,NA,"-74.121242, 40.632144"
584 CARY AV,ACRU,NA,"-74.121242, 40.632144"
584 E 14 ST,ACPS,Raised,"1.0, 1.0"
584 E 14 ST,ACPL,Raised,"1.0, 1.0"
584 E 23 ST,PLAC,Raised,"-73.95538, 40.63595"
584 E 39 ST,ACRU,Raised,"-73.940069, 40.642935"
584 E 51 ST,ACSA2,Raised,"-73.928887, 40.647235"
584 E 85 ST,PLAC,Raised,"-73.913508, 40.641359"
584 E 88 ST,PLAC,Raised,"-73.911093, 40.64254"
584 MYRTLE AV,GLTR,Raised,"-73.961108, 40.69401"
5843 KINGS HWY,ACSA2,Raised,"-73.922598, 40.653183"
585 10 ST,SOJA,Raised,"-73.980899, 40.665725"
585 5 ST,PLAC,Raised,"-73.975686, 40.667435"
