address,species,sidewalk_condition,location
332 PARKVILLE AV,PLAC,Raised,"-73.967538, 40.632851"
332 SEAVIEW AV,GLTR,Raised,"-74.090978, 40.586056"
332 STUYVESANT AV,PLAC,Raised,"-73.932135, 40.683348"
332/334 KELL AV,ACPL,Raised,"1.0, 1.0"
3320 FISH AV,GIBI,Raised,"-73.848922, 40.874093"
3321 CORSA AV,ACPL,Raised,"-73.846318, 40.874915"
3322 FISH AV,ACPL,Raised,"-73.848946, 40.874137"
3322 RADCLIFF AV,ACSA2,Raised,"-73.860296, 40.87347"
3324 EDSON AV,ACPL,Raised,"-73.837717, 40.877449"
3325 PEARSAL AV,ACPL,Raised,"-73.851486, 40.873198"
3326 CORSA AV,ACSA1,Raised,"-73.846391, 40.875051"
3326 EASTCHESTER RD,QURU,Raised,"-73.845357, 40.875168"
3326 PEARSAL AV,ACPL,Raised,"-73.851503, 40.87323"
3327 PEARSAL AV,ACPL,Raised,"-73.851503, 40.87323"
3328 EASTCHESTER RD,QURU,Raised,"-73.845375, 40.875202"
3328 FISH AV,ULAM,Raised,"-73.849019, 40.874273"
333 54 ST,GLTR,Raised,"-74.01608, 40.64497"
333 72 ST,PYCA,Raised,"-74.025966, 40.633286"
333 79 ST,PLAC,Raised,"-74.028074, 40.628351"
333 83 ST,QUPA,Raised,"-74.02924, 40.625452"
333 84 ST,PLAC,Raised,"-74.029541, 40.624753"
333 ADAMS AV,ACRU,Raised,"-74.097118, 40.578875"
333 ADELPHI ST,FRPE,Raised,"-73.970734, 40.687487"
333 CROSSBAY BLVD,PLAC,NA,"-73.8203, 40.613009"
333 DURANT AV,PLAC,Raised,"-74.137171, 40.55252"
333 DURANT AV,GLTR,Raised,"-74.137171, 40.55252"
333 E 23 ST,GLTR,NA,"-73.980114, 40.737544"
333 E 89 ST,AIAL,Raised,"-73.94955, 40.779477"
333 E 90 ST,QUPH,Raised,"-73.949093, 40.780105"
333 E 92 ST,PLAC,Raised,"-73.922819, 40.657648"
333 E 92 ST,GLTR,Raised,"-73.922819, 40.657648"
333 E 93 ST,ACPL,Raised,"-73.922174, 40.658174"
333 E 93 ST,GLTR,Raised,"-73.9477, 40.781988"
333 MARTENSE ST,UNKNOWN,Raised,"-73.947927, 40.651788"
333 OVINGTON AV,PLAC,Raised,"-74.02552, 40.634556"
333 PARKVILLE AV,ACPS,Raised,"-73.96753, 40.632856"
333 SLEIGHT AV,PLAC,Raised,"-74.24211, 40.509798"
333 WALSH CT,ACSA1,Raised,"-73.973894, 40.628108"
333 WASHINGTON AV,ACPL,Raised,"-73.965937, 40.688755"
3330 BRONX BLVD,ACSA1,Raised,"-73.870327, 40.873935"
3330 MICKLE AV,ACSA2,Raised,"-73.844509, 40.875515"
3330 MICKLE AV,ACPL,Raised,"-73.844509, 40.875515"
3331 ROMBOUTS AV,ACPL,Raised,"-73.827859, 40.880773"
3332 FISH AV,ACPL,Raised,"-73.849068, 40.874363"
3332 WICHAM AV,TICO,Raised,"-73.84152, 40.877345"
3333 BARKER AV,QUPA,Raised,"-73.86927, 40.87395"
3334 CORSA AV,ACSA1,Raised,"-73.84649, 40.875235"
3334 FISH AV,ULAM,Raised,"-73.849092, 40.874407"
3338 BRONX BLVD,ACSA1,Raised,"-73.870314, 40.874101"
3338 MICKLE AV,PLAC,Raised,"-73.844578, 40.875648"
3338 PEARSAL AV,ACPL,Raised,"-73.85161, 40.873427"
3339 OLINVILLE AV,ACRU,Raised,"-73.868176, 40.874044"
3339 PEARSAL AV,ACPL,Raised,"-73.85161, 40.873427"
334 83 ST,PYCA,Raised,"-74.029187, 40.625438"
334 83 ST,PLAC,Raised,"-74.029187, 40.625438"
334 CROSSBAY BLVD,PLAC,Raised,"-73.820281, 40.612987"
334 CROSSBAY BLVD,TICO,NA,"-73.820281, 40.612987"
334 E 14 ST,PLAC,Raised,"-73.985863, 40.664743"
334 E 57 ST,PLAC,Raised,"-73.923146, 40.647644"
334 E 7 ST,GLTR,Raised,"-73.972783, 40.643792"
334 GREENVALLEY RD,LIST,Raised,"-74.193409, 40.550147"
334 HUSSON ST,PLAC,NA,"-74.103077, 40.580538"
334 HUSSON ST,ACSA1,NA,"-74.103077, 40.580538"
334 OAKLAND AV,ACSA1,Raised,"-74.111017, 40.633943"
334 VANNAME AV,QUPA,Raised,"-74.154274, 40.62727"
334 W 245 ST,AEHI,Raised,"-73.903034, 40.892041"
3340 CORSA AV,ACPL,Raised,"-73.846564, 40.875372"
3341 PEARSAL AV,ACPL,Raised,"-73.851628, 40.873459"
3344 FISH AV,ULAM,Raised,"-73.849213, 40.874631"
3344 PEARSAL AV,ACPL,Raised,"-73.851663, 40.873525"
3346 BRONX BLVD,ACSA1,Raised,"-73.870302, 40.874265"
3347 BEDFORD AV,TICO,Raised,"-73.950572, 40.620747"
3348 POLO PL,ULAM,Raised,"-73.817301, 40.840262"
3349 CORSA AV,ACPL,Raised,"-73.846663, 40.875555"
335 78 ST,ACPL,Raised,"-74.027721, 40.629068"
335 84 ST,PLAC,Raised,"-74.02949, 40.624738"
335 BARTLETT AV,ACPL,NA,"-74.168052, 40.556837"
335 BARTLETT AV,QUPA,NA,"-74.168052, 40.556837"
335 CORTELYOU AV,LIST,NA,"-74.162967, 40.551074"
335 DEGRAW ST,PLAC,Raised,"-73.993241, 40.682982"
335 DURANT AV,PLAC,Raised,"-74.137222, 40.552489"
335 E 17 ST,ACPL,Raised,"-73.962776, 40.642672"
335 E 23 ST,ACRU,NA,"-73.980068, 40.737524"
335 E 91 ST,PLAC,Raised,"-73.923543, 40.657194"
335 MOUNTAINVIEW AV,ACSA1,Raised,"-74.125513, 40.603453"
335 TAYLOR ST,ACRU,NA,"-74.122641, 40.630709"
335 W 246 ST,ACPL,NA,"-73.902127, 40.893361"
335 W 246 ST,ACPL,Raised,"-73.902127, 40.893361"
3350 BRONX BLVD,ACSA1,Raised,"-73.870296, 40.874348"
3350 EASTCHESTER RD,QUPA,Raised,"-73.845569, 40.875564"
3352 BRONX BLVD,ACSA1,Raised,"-73.870293, 40.874391"
3352 CAMPBELL DR,ULAM,Raised,"-73.817542, 40.839689"
3352 GUNTHER AV,ACPL,Raised,"-73.842172, 40.876709"
3354 COUNTRY CLUB RD,ACPL,Raised,"-73.816728, 40.840697"
3354 FISH AV,SOJA,Raised,"-73.849334, 40.874855"
3355 CORSA AV,ACPL,Raised,"-73.846737, 40.875692"
3356 BRONX BLVD,ACSA1,Raised,"-73.870287, 40.874472"
3358 BRONX BLVD,ACSA1,Raised,"-73.870283, 40.874514"
3358 CORSA AV,PLAC,Raised,"-73.846787, 40.875784"
3358 WILSON AV,PYCA,Raised,"-73.850213, 40.874607"
