address,species,sidewalk_condition,location
190-022 111 RD,ACSA1,Raised,"-73.764125, 40.701322"
190-024 111 AV,ACPL,Raised,"-73.764652, 40.701948"
190-024 111 RD,PLAC,Raised,"-73.764069, 40.701336"
190-028 111 RD,PLAC,Raised,"-73.763959, 40.701364"
190-031 111 RD,ACPL,Raised,"-73.763906, 40.701378"
190-032 111 RD,PLAC,Raised,"-73.76385, 40.701393"
190-035 111 RD,ACPL,Raised,"-73.763796, 40.701407"
190-036 111 RD,ACSA1,Raised,"-73.763743, 40.70142"
190-047 111 AV,ACPL,Raised,"-73.763973, 40.702124"
190-085 111 AV,PLAC,Raised,"-73.762798, 40.702431"
1900 HUNT AV,ACPS,NA,"-73.86632, 40.847657"
1901 19 AV,PLAC,Raised,"-74.00662, 40.599964"
1901 66 ST,ACPS,Raised,"-73.988653, 40.617229"
1901 66 ST,PLAC,Raised,"-73.988653, 40.617229"
1901 Avenue O,TICO,Raised,"-73.955262, 40.613378"
1901 BARNS AV,ACSA1,NA,"-73.863514, 40.848628"
1901 DORCHESTER RD,PLAC,Raised,"-73.960484, 40.640949"
1901 E 17 ST,ACPL,Raised,"-73.955324, 40.603659"
1901 E 51 ST,PLAC,Raised,"-73.925312, 40.613747"
1902 62 ST,ACSA1,Raised,"-73.9862, 40.619522"
1902 COLEMAN ST,GIBI,Raised,"-73.929504, 40.61365"
1902 CORTELYOU RD,TITO,Raised,"-73.960818, 40.642842"
1902 CORTELYOU RD,ACPL,Raised,"-73.960818, 40.642842"
1903 BARNS AV,ACRU,Raised,"-73.863526, 40.848669"
1903 E 51 ST,PLAC,Raised,"-73.925306, 40.613692"
1903 MULFORD AV,ACSA2,Raised,"-73.834893, 40.849693"
1903 OCEAN AV,QURU,Raised,"-73.95446, 40.615497"
1904 BARNS AV,PLAC,NA,"-73.863538, 40.848709"
1904 EDENWALD AV,LIST,Raised,"-73.845631, 40.89247"
1904 HUNT AV,ACRU,NA,"-73.866285, 40.847802"
1905 66 ST,PLAC,Raised,"-73.988566, 40.617176"
1905 BATCHELDER ST,PLAC,Raised,"-73.939891, 40.605256"
1905 E 29 ST,ACSA1,Raised,"-73.943741, 40.60483"
1905 E 52 ST,PLAC,Raised,"-73.924307, 40.613093"
1906 EDENWALD AV,ACRU,Raised,"-73.845607, 40.892475"
1907 64 ST,PLAC,Raised,"-73.987273, 40.618355"
1907 DITMAS AV,TICO,Raised,"-73.960008, 40.638815"
1907 E 19 ST,LITU,Raised,"-73.953453, 40.603713"
1907 E 19 ST,ACPL,Raised,"-73.953453, 40.603713"
1908 DITMAS AV,TICO,Raised,"-73.959985, 40.638825"
1908 EDENWALD AV,ACSA2,Raised,"-73.845582, 40.892481"
1908 GRACE AV,ACSA2,Raised,"1.0, 1.0"
1908 HUNT AV,ACRU,NA,"-73.86625, 40.847946"
1909 E 51 ST,PLAC,Raised,"-73.925288, 40.613526"
1909 E 52 ST,PLAC,Raised,"-73.924301, 40.613031"
1909 WALLACE AV,ACSA2,Raised,"-73.864398, 40.848501"
191 AMITY ST,PLAC,Raised,"-73.993843, 40.688595"
191 ASCAN AV,ACPL,NA,"1.0, 1.0"
191 ASHFORD ST,PLAC,Raised,"-73.88611, 40.67797"
191 BANCROFT AV,PLAC,Raised,"-74.109287, 40.576219"
191 BAY TER,QUPA,Raised,"-74.133968, 40.552978"
191 BERKELEY PL,PLAC,Raised,"-73.974342, 40.674828"
191 E 39 ST,PLAC,Raised,"-73.941115, 40.652707"
191 E 55 ST,ACSA2,Raised,"-73.925708, 40.653351"
191 E 59 ST,ACSA1,Raised,"-73.921463, 40.649483"
191 E 8 ST,GLTR,Raised,"-73.972019, 40.645551"
191 GRANT AV,SOJA,Raised,"-73.867913, 40.686281"
191 HULL AV,PLAC,NA,"-74.100891, 40.581959"
191 HUNTER AV,LIST,NA,"-74.10235, 40.580726"
191 KINGSTON AV,ACPL,Raised,"-73.941817, 40.673414"
191 MALLORY AV,PLAC,Raised,"-74.077779, 40.593919"
191 MARTIN AV,PLAC,Raised,"-74.139829, 40.606485"
191 PRESCOTT AV,PLAC,NA,"-74.108695, 40.576775"
191 PRESCOTT AV,PLAC,Raised,"-74.108695, 40.576775"
191 SHERADEN AV,PLAC,Raised,"-74.137944, 40.606462"
191 VANDERBILT ST,FRPE,Raised,"-73.979481, 40.652234"
191 WEIRFIELD ST,GLTR,Raised,"-73.911339, 40.690872"
191-001 JAMAICA AV,ACSA2,Raised,"-73.768837, 40.712552"
191-003 FOOTHILL AV,TICO,Raised,"-73.771264, 40.71691"
191-005 109 RD,ACPL,Raised,"-73.765245, 40.703907"
191-008 109 AV,ACSA1,Raised,"-73.765593, 40.704463"
191-011 104 AV,ACSA1,Raised,"-73.766551, 40.706829"
191-011 115 DR,ACPL,Raised,"-73.761202, 40.694553"
191-011 119 AV,GLTR,Raised,"-73.758882, 40.689278"
191-015 116 RD,ACPL,Raised,"-73.760574, 40.693195"
191-015 122 AV,GLTR,NA,"-73.755795, 40.685135"
191-016 109 AV,PLAC,Raised,"-73.765533, 40.704497"
191-017 110 RD,ACPL,Raised,"-73.764401, 40.702782"
191-017 37 AV,ACPL,Raised,"-73.790813, 40.762498"
191-018 115 AV,PLAC,Raised,"-73.761203, 40.696013"
191-019 109 AV,ACPL,Raised,"-73.765518, 40.704506"
191-019 116 RD,ACPL,Raised,"-73.760539, 40.693204"
191-024 114 DR,ACSA2,Raised,"-73.761275, 40.696773"
191-024 115 AV,PLAC,Raised,"-73.761085, 40.696046"
191-024 HOLLIS BLVD,ACPL,Raised,"-73.766971, 40.709251"
191-025 120 RD,ACPL,NA,"-73.757592, 40.687013"
191-028 115 RD,ACPL,Raised,"-73.760944, 40.695487"
191-032 115 RD,ACPL,Raised,"-73.760851, 40.695504"
191-034 115 AV,ACPL,Raised,"-73.760886, 40.696102"
191-038 115 AV,PLAC,Raised,"-73.760806, 40.696125"
191-042 113 AV,ACSA1,Raised,"-73.762219, 40.699614"
191-042 115 DR,ACPL,Raised,"-73.76026, 40.694791"
191-044 115 DR,ACPL,Raised,"-73.760216, 40.694802"
191-048 FOOTHILL AV,ACSA2,Raised,"-73.769665, 40.71747"
1910 63 ST,GLTR,Raised,"-73.986602, 40.618862"
1910 E 51 ST,PLAC,Raised,"-73.925288, 40.613526"
1910 GRACE AV,ACSA2,Raised,"1.0, 1.0"
1910 WALLACE AV,ACSA2,Raised,"-73.864312, 40.848211"
1911 BATCHELDER ST,ACPS,Raised,"-73.939864, 40.605115"
1911 DORCHESTER RD,ACPL,Raised,"-73.960373, 40.641001"
1911 DORCHESTER RD,PLAC,Raised,"-73.960373, 40.641001"
1911 E 35 ST,PLAC,Raised,"-73.933695, 40.610715"
1911 GRACE AV,ACSA2,Raised,"1.0, 1.0"
1912 E 35 ST,ACPL,Raised,"-73.93366, 40.610683"
1912 E 52 ST,PLAC,Raised,"-73.924295, 40.612974"
1913 HUNT AV,ACPS,NA,"-73.86623, 40.848029"
1913 STRANG AV,ULAM,NA,"-73.844673, 40.889717"
1913 STRANG AV,ULAM,Raised,"-73.844673, 40.889717"
1914 ALBANY AV,ACSA1,Raised,"-73.936384, 40.626367"
1914 GRACE AV,ACSA2,Raised,"1.0, 1.0"
1914 KIMBALL RD,PLAC,Raised,"-73.930001, 40.612995"
1914 WALLACE AV,ACSA2,Raised,"-73.864336, 40.848291"
1914 WHITE PLAINS RD W,TICO,NA,"-73.867148, 40.848072"
1915 66 ST,PLAC,Raised,"-73.988348, 40.617044"
1915 E 19 ST,PLAC,Raised,"-73.953417, 40.603523"
1915 E 26 ST,QUPA,Raised,"-73.94648, 40.604291"
1915 E 32 ST,PLAC,Raised,"-73.935813, 40.60926"
1915 GRACE AV,GLTR,Raised,"1.0, 1.0"
1915 OCEAN AV,QUPA,Raised,"-73.954405, 40.615205"
1915 STRANG AV,GLTR,NA,"-73.844579, 40.889736"
1915 STRANG AV,LIST,NA,"-73.844579, 40.889736"
1916 BOGART AV,ACSA2,Raised,"-73.859681, 40.849662"
1917 64 ST,PLAC,Raised,"-73.987054, 40.618224"
1917 DITMAS AV,TICO,Raised,"-73.959897, 40.638867"
1917 E 35 ST,PLAC,Raised,"-73.933588, 40.610618"
1917 HARING ST,PLAC,Raised,"-73.941692, 40.604769"
1917 HUNT AV,QURU,NA,"-73.866201, 40.848152"
1917 HUNT AV,ACRU,NA,"-73.866201, 40.848152"
1918 1 AV,PLAC,NA,"-73.943331, 40.785155"
1919 66 ST,PLAC,Raised,"-73.98826, 40.616991"
1919 72 ST,PLAC,Raised,"-73.991754, 40.613637"
