address,species,sidewalk_condition,location
1498 ROCKAWAY AV,PLAC,Raised,"-73.900926, 40.64389"
1499 JEFFERSON AV,PLAC,Raised,"-73.908005, 40.696629"
15 1 ST,PLAC,Raised,"-73.992456, 40.678781"
15 ADEE AV,PLAC,NA,"1.0, 1.0"
15 ALTON PL,ACPL,Raised,"-73.937587, 40.623922"
15 BASCOM PL,ACSA1,Raised,"-74.144515, 40.606772"
15 BAY 17 ST,QUPH,Raised,"-74.003723, 40.607404"
15 BAY 26 ST,QUPA,Raised,"-73.997118, 40.603421"
15 BELLHAVEN PL,ACPL,Raised,"-74.144741, 40.608801"
15 BEMENT AV,ACPL,Raised,"-74.113729, 40.642378"
15 BLEECKER ST,PLAC,Raised,"-73.923264, 40.693042"
15 BLEEKER PL,QUPA,Raised,"-74.164033, 40.601104"
15 BURBANK AV,QUPA,Raised,"-74.11759, 40.576934"
15 CALDERA PL,PLAC,Raised,"-74.100331, 40.639552"
15 CHELSEA ST,PLAC,Raised,"-74.245903, 40.508851"
15 CHURCH AV,GLTR,Raised,"-73.982695, 40.641439"
15 COLLEGE AV,QUPA,Raised,"-74.12128, 40.622209"
15 COLLEGE PT BLVD,PLAC,Raised,"-73.845675, 40.787521"
15 COLLEGE PT BLVD,QUPA,Raised,"-73.845675, 40.787521"
15 DEGROOT PL,ACPL,NA,"-74.123832, 40.635448"
15 DEVENS ST,LIST,NA,"-74.145279, 40.619065"
15 E 2 ST,PLAC,Raised,"-73.979922, 40.651647"
15 E 21 ST,MEGL,NA,"-73.989548, 40.739852"
15 E 21 ST,SOJA,NA,"-73.989548, 40.739852"
15 E 235 ST,PYCA,Raised,"-73.875744, 40.896858"
15 E 40 ST,PLAC,Raised,"-73.940495, 40.655649"
15 E AUGUSTA AV,ACSA1,NA,"-74.157869, 40.553296"
15 EAGLE RD,ACPL,NA,"-74.148964, 40.619175"
15 ESCANABA AV,LIST,NA,"-74.158813, 40.548629"
15 EVERGREEN AV,QUPA,Raised,"-74.092111, 40.593589"
15 FEATHERBED LA,SOJA,NA,"-73.914623, 40.845699"
15 FEATHERBED LA,FRPE,NA,"-73.914623, 40.845699"
15 FERN AV,QUPA,Raised,"-74.158929, 40.551233"
15 GRAMERCY PARK N,GIBI,NA,"-73.986477, 40.737791"
15 GRAMERCY PARK N,PLAC,NA,"-73.986477, 40.737791"
15 GRAMERCY PARK N,UNKNOWN,NA,"-73.986477, 40.737791"
15 GREENCROFT AV,ACPS,Raised,"-74.134131, 40.552584"
15 GREGG PL,PLAC,Raised,"-74.099734, 40.632077"
15 GRYMES HILL RD,PLAC,Raised,"-74.089103, 40.623426"
15 GRYMES HILL RD,ACPL,Raised,"-74.089103, 40.623426"
15 GRYMES HILL RD,LIST,Raised,"-74.089103, 40.623426"
15 HOME PL,ACRU,Raised,"-74.145325, 40.618212"
15 HOUSTON ST,PLAC,NA,"-74.144832, 40.622574"
15 HOWARD CT,ACPL,Raised,"-74.112748, 40.641269"
15 JAFFE ST,QUPA,NA,"-74.147718, 40.620317"
15 KEATS ST,ACPL,Raised,"-74.142026, 40.552195"
15 LAWRENCE AV,PLAC,NA,"-74.107377, 40.629881"
15 LINDEN ST,ACSA2,Raised,"-74.106533, 40.641286"
15 LUDLAM PL,PLAC,Raised,"-73.955008, 40.665266"
15 LYON PL,PLAC,NA,"-74.147897, 40.617573"
15 MACON AV,ACSA1,Raised,"-74.169709, 40.557631"
15 MIDDLELOOP RD,PLAC,NA,"-74.161542, 40.55505"
15 MILTON AV,PLAC,Raised,"-74.102371, 40.566343"
15 NICHOLS AV,PLAC,Raised,"-73.870039, 40.690334"
15 NILES ST,QUPA,Raised,"-74.134357, 40.599637"
15 OAKVILLE AV,ACPS,Raised,"-74.131548, 40.598837"
15 OLIVER PL,PLAC,Raised,"-74.166252, 40.613048"
15 PARK PL,GIBI,Raised,"-73.977797, 40.679503"
15 PROSPECT PL,ACSA1,Raised,"-73.97728, 40.680104"
15 RANDALL AV,PLAC,Raised,"-74.099278, 40.633621"
15 SAVIN CT,GLTR,Raised,"-74.092981, 40.596409"
15 SHERMAN ST,PLAC,Raised,"-73.978515, 40.657807"
15 SLOCUM PL,ACRU,Raised,"-73.968905, 40.641755"
15 SPARTAN AV,QUPA,Raised,"-74.162475, 40.625463"
15 ST AUSTINS PL,ACPL,Raised,"-74.108107, 40.636611"
15 STANLEY CIR,PLAC,NA,"-74.162328, 40.553027"
15 STEBBINS AV,TICO,Raised,"-74.108379, 40.640131"
15 TAFT CT,ACPS,Raised,"-74.136149, 40.603185"
15 THURSTON ST,PYCA,Raised,"-74.148512, 40.613995"
15 VICTORIA DR,ACSA1,Raised,"-74.194395, 40.548985"
15 VINCENT AV,LIST,Raised,"-74.124017, 40.570254"
15 W 65 ST,ZESE,Raised,"-73.979636, 40.771966"
15 WARD AV,PLAC,Raised,"-74.080917, 40.635057"
15 WHITE PL,PLAC,NA,"-74.12421, 40.632729"
15 WILLOW BROOK CT,ACPL,NA,"-74.145152, 40.621589"
15 WIMAN AV,PLAC,Raised,"-74.149695, 40.543124"
15-002 EGMONT PL,PLAC,Raised,"1.0, 1.0"
15-004 EGMONT PL,ACSA1,NA,"1.0, 1.0"
15-007 209 ST,PLAC,Raised,"-73.783336, 40.785728"
15-011 150 ST,PLAC,Raised,"-73.813464, 40.786675"
15-015 UTOPIA PKWY,QUPA,Raised,"-73.795081, 40.785444"
15-024 124 ST,ACSA1,Raised,"-73.843978, 40.784194"
15-024 125 ST,PLAC,Raised,"-73.843069, 40.784327"
15-024 201 ST,ACSA1,Raised,"-73.793127, 40.785726"
15-030 150 ST,PLAC,Raised,"-73.813536, 40.786106"
15-033 UTOPIA PKWY,PLAC,Raised,"-73.794935, 40.78497"
15-040 PT BREEZE PL,ULAM,Raised,"-73.767998, 40.613251"
15-058 208 ST,QUPA,Raised,"-73.784965, 40.783766"
15-059 UTOPIA PKWY,ACPL,Raised,"-73.794802, 40.784145"
15-066 201 ST,PLAC,Raised,"-73.792927, 40.784899"
15-089 208 PL,PLAC,Raised,"-73.783567, 40.782964"
15-092 208 ST,QUPA,Raised,"-73.784624, 40.783061"
150 3 AV,PYCA,NA,"-73.986536, 40.734174"
150 ASCAN AV,TICO,NA,"1.0, 1.0"
150 BACHE AV,PLAC,Raised,"-74.110696, 40.572679"
150 BAY 29 ST,PLAC,Raised,"-73.997714, 40.599397"
150 E 45 ST,PYCA,NA,"-73.974078, 40.753128"
150 E 49 ST,GIBI,NA,"-73.972408, 40.755696"
150 E FIGUERA AV,QUPA,Raised,"-74.161602, 40.552153"
150 FAIRBANK AV,PLAC,Raised,"-74.129368, 40.560432"
150 FREMONT AV,ACPL,NA,"-74.108497, 40.57841"
150 GETZ AV,ACSA2,NA,"-74.165997, 40.556355"
150 GLENWOOD AV,ACSA1,Raised,"-74.102113, 40.616399"
150 KELL AV,PLAC,Raised,"-74.135092, 40.609755"
150 KELL AV,ACPL,Raised,"-74.135092, 40.609755"
150 LINCOLN AV,PLAC,NA,"-74.107542, 40.578768"
150 LINCOLN PL,PLAC,Raised,"-73.975168, 40.675955"
150 NELSON ST,PLAC,Raised,"-73.999562, 40.676721"
150 PETER AV,PLAC,Raised,"-74.119922, 40.564201"
150 REGIS DR,GLTR,Raised,"-74.159734, 40.619916"
150 ROE ST,ACRU,NA,"-74.121322, 40.630786"
150 ROLLING HILL GREEN,LIST,Raised,"-74.192519, 40.550422"
150 STOBE AV,PLAC,NA,"-74.100274, 40.583524"
150 VANNAME AV,QUPA,Raised,"-74.153467, 40.63272"
150-001 84 AV,ACSA1,Raised,"-73.810121, 40.713478"
150-001 COOLIDGE AV,ACPL,Raised,"-73.810172, 40.715"
150-001 HOOVER AV,ACPA,Raised,"-73.810155, 40.714283"
150-002 76 RD,ACSA1,Raised,"-73.815042, 40.723303"
150-002 COOLIDGE AV,ACPL,Raised,"-73.810122, 40.715"
150-004 123 AV,PLAC,Raised,"-73.790282, 40.676047"
150-005 25 AV,PYCA,Raised,"-73.814826, 40.775847"
150-005 25 AV,UNKNOWN,Raised,"-73.814826, 40.775847"
150-005 COOLIDGE AV,ACPL,Raised,"-73.81007, 40.715001"
150-005 HOOVER AV,PLAC,Raised,"-73.81005, 40.714284"
150-007 129 ST,ACPL,Raised,"-73.812046, 40.664861"
150-007 41 AV,TICO,NA,"-73.813838, 40.76278"
150-007 84 RD,ACPL,Raised,"-73.80977, 40.712829"
150-007 87 RD,QUPA,NA,"-73.80669, 40.707436"
150-007 HOOVER AV,PLAC,Raised,"-73.809999, 40.714285"
150-009 HOOVER AV,PLAC,Raised,"-73.809945, 40.714286"
150-010 41 AV,FRPE,NA,"-73.813785, 40.762796"
150-010 77 RD,ACPL,Raised,"-73.814181, 40.722024"
150-010 COOLIDGE AV,ACSA1,Raised,"-73.809918, 40.715002"
150-011 129 ST,ACPL,Raised,"-73.812114, 40.664716"
150-011 COOLIDGE AV,PLAC,Raised,"-73.809918, 40.715002"
150-012 GRAND CENTRAL PKWY,PLAC,Raised,"-73.809839, 40.715738"
150-013 COOLIDGE AV,PLAC,Raised,"-73.809868, 40.715003"
150-013 YATES RD,ACPL,Raised,"-73.79956, 40.693467"
150-014 107 AV,ACPL,Raised,"-73.800777, 40.694511"
