address,species,sidewalk_condition,location
225 HULL AV,PLAC,NA,"-74.099854, 40.581249"
225 KANE ST,UNKNOWN,Raised,"-73.995793, 40.68591"
225 KELL AV,ACRU,Raised,"-74.134899, 40.607133"
225 MARLBOROUGH RD,ACPL,Raised,"-73.965055, 40.644536"
225 NAPLES TER,GLTR,NA,"-73.904917, 40.87965"
225 PARKSIDE AV,QUPA,Raised,"-73.960311, 40.655476"
225 PARKSIDE AV,GLTR,Raised,"-73.960311, 40.655476"
225 TYSENS LA,PLAC,Raised,"-74.125761, 40.569475"
225 W 137 ST,QUPA,Raised,"-73.943474, 40.816903"
225 W 230 ST,PYCA,NA,"-73.907146, 40.877348"
225 WOODBINE ST,PLAC,Raised,"-73.91469, 40.694618"
225-003 144 AV,SOJA,Raised,"-73.752884, 40.664609"
225-005 135 AV,ACSA1,Raised,"-73.745716, 40.67606"
225-005 145 AV,ACPL,Raised,"-73.753926, 40.662965"
225-005 HORACE HARDING EXW,ACSA1,Raised,"1.0, 1.0"
225-006 145 AV,QUPA,Raised,"-73.75391, 40.662959"
225-014 145 AV,ACPL,Raised,"-73.753845, 40.662936"
225-015 137 AV,PLAC,Raised,"-73.74668, 40.674344"
225-015 145 RD,QUPA,Raised,"-73.754472, 40.66196"
225-016 105 AV,FRPE,Raised,"-73.729962, 40.709635"
225-017 148 AV,ACSA1,Raised,"-73.757088, 40.657904"
225-019 107 AV,ACPL,Raised,"-73.730491, 40.708321"
225-020 145 AV,PLAC,Raised,"-73.753797, 40.662918"
225-023 HORACE HARDING EXW,QURU,Raised,"1.0, 1.0"
225-025 MURDOCK AV,PLAC,Raised,"-73.731824, 40.703144"
225-031 105 AV,ACPL,Raised,"-73.729718, 40.709572"
225-032 106 AV,ACPL,Raised,"-73.729967, 40.708911"
225-035 105 AV,ACPL,Raised,"-73.729648, 40.709555"
225-044 MURDOCK AV,PLAC,Raised,"-73.731439, 40.703132"
225-046 114 AV,ACPL,Raised,"-73.731481, 40.701677"
2250 ASTOR AV,ACSA2,Raised,"1.0, 1.0"
2250 GRAND CONCOURSE,GLTR,Raised,"-73.900529, 40.856459"
2251 CHATTERTON AV,PLAC,Raised,"-73.84883, 40.828484"
2251 E 63 ST,PLAC,Raised,"-73.910588, 40.613601"
2252 HAVILAND AV,TICO,Raised,"-73.84902, 40.830692"
2253 ASTOR AV,ACSA2,Raised,"1.0, 1.0"
2253 CHATTERTON AV,ACRU,Raised,"-73.848775, 40.828491"
2253 E 7 ST,PLAC,Raised,"-73.963627, 40.595458"
2253 E 70 ST,PLAC,Raised,"-73.90538, 40.616876"
2253 ESPLANADE AV,ACSA2,Raised,"-73.85537, 40.858984"
2253 HAVILAND AV,TICO,Raised,"-73.84902, 40.830692"
2254 E 63 ST,PLAC,Raised,"-73.910532, 40.613545"
2255 CHATTERTON AV,ACRU,Raised,"-73.848723, 40.828496"
2255 E 70 ST,ACPL,Raised,"-73.905344, 40.616844"
2255 HAVILAND AV,TICO,Raised,"-73.848963, 40.830701"
2255 PLUMB 2 ST,TICO,Raised,"-73.931632, 40.597733"
2255 WATSON AV,PLAC,Raised,"-73.848513, 40.830041"
2256 E 71 ST,PLAC,Raised,"-73.904593, 40.617274"
2256 RICHMOND RD,PLAC,Raised,"-74.115201, 40.578831"
2257 HAVILAND AV,TICO,Raised,"-73.848906, 40.83071"
2257 WATSON AV,PLAC,Raised,"-73.848466, 40.830048"
2259 E 71 ST,PLAC,Raised,"-73.904556, 40.617241"
2259 ROYCE ST,LIST,Raised,"-73.901673, 40.619105"
226 CLAWSON ST,PLAC,NA,"-74.109509, 40.573808"
226 COLON AV,ACPS,NA,"-74.156106, 40.554935"
226 COVERT ST,ACPL,Raised,"-73.907827, 40.690866"
226 E 14 ST,ACPL,Raised,"-73.990019, 40.666754"
226 E 14 ST,ACPS,Raised,"-73.990019, 40.666754"
226 E 236 ST,ZESE,Raised,"-73.869796, 40.898008"
226 E 35 ST,GLTR,NA,"-73.976605, 40.745956"
226 E 39 ST,ACPL,Raised,"-73.94102, 40.651811"
226 E 53 ST,PLAC,Raised,"-73.927746, 40.654485"
226 E 89 ST,AIAL,Raised,"-73.951967, 40.780497"
226 E 89 ST,SOJA,Raised,"-73.951967, 40.780497"
226 E 9 ST,PLAC,Raised,"-73.970593, 40.643027"
226 E 96 ST,QUPA,NA,"-73.948717, 40.784933"
226 FREMONT AV,PLAC,Raised,"-74.106243, 40.577178"
226 FREMONT AV,PLAC,NA,"-74.106243, 40.577178"
226 HULL AV,LIST,NA,"-74.099773, 40.581193"
226 LIPSETT AV,ACPS,NA,"1.0, 1.0"
226 NAPLES TER,GLTR,NA,"-73.905347, 40.879811"
226 PURDY AV,PLAC,Raised,"-74.134718, 40.610109"
226 ST MARYS AV,ACPL,Raised,"-74.074603, 40.613081"
226 W 137 ST,GLTR,Raised,"-73.943529, 40.816927"
226 WESTWOOD AV,ACPL,Raised,"-74.118159, 40.606685"
226-001 135 AV,ACRU,Raised,"-73.744873, 40.675753"
226-003 147 AV,UNKNOWN,Raised,"-73.755704, 40.658681"
226-005 145 AV,ACPL,Raised,"-73.753107, 40.662671"
226-006 141 AV,PLAC,Raised,"-73.748869, 40.668935"
226-007 145 AV,ACRU,Raised,"-73.753091, 40.662665"
226-007 UNION TPKE,ACPL,NA,"-73.744848, 40.73622"
226-011 137 AV,QUPH,Raised,"-73.745837, 40.674044"
226-011 146 AV,AIAL,Raised,"-73.754883, 40.659821"
226-011 UNION TPKE,ACPL,NA,"-73.744749, 40.736247"
226-012 76 AV,QUPA,Raised,"-73.746243, 40.740397"
226-013 135 AV,CR,Raised,"-73.744772, 40.675716"
226-017 UNION TPKE,ACRU,NA,"-73.744602, 40.736287"
226-019 UNION TPKE,ACRU,NA,"-73.744551, 40.736301"
226-020 137 AV,ACPL,Raised,"-73.745752, 40.674013"
226-021 UNION TPKE,PYCA,NA,"-73.744502, 40.736314"
226-021 UNION TPKE,ACPL,NA,"-73.744502, 40.736314"
226-026 UNION TPKE,ACPL,NA,"-73.744355, 40.736354"
226-039 UNION TPKE,ACPL,NA,"-73.744058, 40.736434"
226-059 UNION TPKE,ACPL,NA,"-73.743564, 40.736568"
226-065 UNION TPKE,PYCA,NA,"-73.743417, 40.736608"
226-067 UNION TPKE,PYCA,NA,"-73.743369, 40.736621"
226-069 UNION TPKE,PYCA,NA,"-73.743318, 40.736635"
2260 E 71 ST,PLAC,Raised,"-73.904521, 40.617209"
2260 OLINVILLE AV,QUPA,Raised,"-73.868525, 40.858975"
2260 OLINVILLE AV,ACRU,Raised,"-73.868525, 40.858975"
2260 THWAITES PL,ACPL,NA,"1.0, 1.0"
2261 E 70 ST,ACPL,Raised,"-73.905237, 40.616748"
2261 NEWBOLD AV,ACPS,Raised,"-73.849514, 40.833618"
2262 BARTOW AV,GIBI,Raised,"-73.821908, 40.868642"
2262 BARTOW AV,PLAC,Raised,"-73.821908, 40.868642"
2263 E 7 ST,PLAC,Raised,"-73.963581, 40.595215"
2264 E 60 ST,ACPL,Raised,"-73.977008, 40.615833"
2264 ELLIS AV,ACPS,Raised,"-73.849223, 40.832915"
2264 GLEASON AV,ACPL,Raised,"-73.849055, 40.832194"
2264 GRAND CONCOURSE,GLTR,Raised,"-73.900363, 40.856734"
2264 WESTCHESTER SQ,CASP,Raised,"1.0, 1.0"
2265 93 ST,QUPA,Raised,"-73.736159, 40.722811"
2265 E 7 ST,PLAC,Raised,"-73.963572, 40.595166"
2265 OLINVILLE AV,ACPL,Raised,"-73.868524, 40.859043"
2265 OLINVILLE AV,ACRU,Raised,"-73.868524, 40.859043"
2265 OLINVILLE AV,FR,Raised,"-73.868524, 40.859043"
2265 WATSON AV,PLAC,Raised,"-73.84828, 40.830074"
2266 E 63 ST,ACPL,Raised,"-73.910363, 40.613378"
2266 HAVILAND AV,TICO,Raised,"-73.848616, 40.830754"
2267 81 ST,ACPL,Raised,"-73.989383, 40.603868"
2267 E 18 ST,PLAC,Raised,"-73.952853, 40.59544"
2267 E 70 ST,PLAC,Raised,"-73.90513, 40.616651"
2267 WATSON AV,PLAC,Raised,"-73.848234, 40.830081"
2268 GRAND CONCOURSE,GLTR,Raised,"-73.900315, 40.856813"
2269 E 74 ST,PLAC,Raised,"-73.902235, 40.618464"
227 11 ST,PLAC,Raised,"-73.990253, 40.669403"
227 8 ST,PLAC,Raised,"-73.987645, 40.670676"
227 81 ST,PYCA,Raised,"-74.031527, 40.627568"
227 84 ST,ACRU,Raised,"-74.03238, 40.625473"
227 ALLISON AV,ACPL,Raised,"-74.114256, 40.56676"
227 BAY 11 ST,ACSA2,Raised,"-74.012799, 40.605964"
227 BEDFORD AV,ACRU,NA,"-74.102861, 40.579264"
227 BRYSON AV,ACPL,Raised,"-74.144296, 40.616084"
227 CLERMONT AV,PLAC,Raised,"-73.970379, 40.690746"
227 CORBIN PL,PLAC,Raised,"-73.953729, 40.576111"
227 DOVER GREEN,ACSA1,Raised,"-74.198119, 40.55785"
227 E 235 ST,QUPA,Raised,"-73.869668, 40.897327"
227 E 7 ST,PLAC,Raised,"-73.973279, 40.646424"
227 E 89 ST,PLAC,Raised,"-73.916654, 40.648642"
227 E 96 ST,PYCA,NA,"-73.948684, 40.784919"
227 E WILLOW RD,QUPA,NA,"1.0, 1.0"
227 GREENCROFT AV,ACSA1,Raised,"-74.139912, 40.548603"
227 KANE ST,PLAC,Raised,"-73.995714, 40.685884"
227 MARTIN AV,QUPH,Raised,"-74.139723, 40.605437"
227 NATICK ST,ACSA1,Raised,"-74.136896, 40.57069"
227 OAKLAND AV,PLAC,Raised,"-74.111593, 40.636854"
227-004 64 AV,ACPL,Raised,"-73.750391, 40.748816"
227-005 141 AV,ACSA1,Raised,"-73.748188, 40.668688"
227-007 113 AV,ACPL,Raised,"-73.730148, 40.703847"
227-011 56 AV,PLAC,Raised,"-73.753551, 40.754752"
227-015 108 AV,ACPL,Raised,"-73.729146, 40.707256"
227-015 147 AV,ACPL,Raised,"-73.754704, 40.658415"
227-020 109 AV,ACPL,Raised,"-73.729282, 40.70656"
227-020 137 AV,PLAC,Raised,"-73.744892, 40.673697"
227-021 107 AV,ACPL,Raised,"-73.728846, 40.707906"
227-023 109 AV,ACPL,Raised,"-73.729249, 40.706551"
227-024 109 AV,ACPL,Raised,"-73.729214, 40.706541"
227-025 109 AV,ACPL,Raised,"-73.729214, 40.706541"
227-025 56 AV,PLAC,Raised,"-73.753377, 40.754775"
