address,species,sidewalk_condition,location
71-015 67 PL,TIAM,NA,"-73.886179, 40.70311"
71-015 67 ST,PLAC,NA,"-73.887044, 40.702925"
71-015 71 ST,ACPL,Raised,"-73.880996, 40.704235"
71-016 172 ST,ACPL,NA,"-73.797808, 40.730332"
71-016 65 PL,ACPL,NA,"-73.889734, 40.702316"
71-016 66 PL,ACPL,NA,"-73.887912, 40.702702"
71-016 66 ST,GLTR,NA,"-73.888821, 40.702511"
71-016 68 ST,PLAC,NA,"-73.885295, 40.703265"
71-017 170 ST,PLAC,NA,"-73.799604, 40.730225"
71-017 52 AV,ACPL,Raised,"-73.892974, 40.733662"
71-017 60 AV,ACSA1,NA,"-73.888679, 40.723316"
71-017 65 PL,ACPL,NA,"-73.889734, 40.702316"
71-017 66 PL,FRPE,NA,"-73.887912, 40.702702"
71-017 66 ST,ACPL,NA,"-73.888821, 40.702511"
71-017 67 PL,TIAM,NA,"-73.886161, 40.703077"
71-017 67 ST,PLAC,NA,"-73.887027, 40.702893"
71-017 68 ST,PLAC,NA,"-73.885295, 40.703265"
71-017 CALDWELL AV,ACPL,NA,"-73.889955, 40.724997"
71-018 170 ST,PLAC,NA,"-73.799603, 40.730185"
71-018 66 PL,ACRU,NA,"-73.887896, 40.70267"
71-018 66 ST,GLTR,NA,"-73.888807, 40.702481"
71-018 67 PL,TIAM,NA,"-73.886143, 40.703041"
71-018 67 ST,PLAC,NA,"-73.887009, 40.702859"
71-019 168 ST,QUPA,Raised,"-73.801403, 40.730082"
71-019 31 AV,ACPL,Raised,"-73.896084, 40.758177"
71-019 31 AV,ACSA1,Raised,"-73.896084, 40.758177"
71-019 60 AV,ACSA1,NA,"-73.888662, 40.723323"
71-019 66 PL,FRPE,NA,"-73.887896, 40.70267"
71-019 66 ST,ACPL,NA,"-73.888807, 40.702481"
71-019 67 PL,TICO,NA,"-73.886143, 40.703041"
71-019 68 ST,PLAC,NA,"-73.885276, 40.703227"
71-019 72 PL,ACPL,Raised,"-73.878431, 40.704895"
71-020 110 ST,QUPA,NA,"-73.841281, 40.721809"
71-020 171 ST,ACPL,NA,"-73.798705, 40.730208"
71-020 172 ST,ACPL,NA,"-73.797807, 40.730268"
71-020 58 RD,PLAC,Raised,"-73.889579, 40.725572"
71-020 66 PL,ACPL,NA,"-73.887881, 40.70264"
71-020 66 ST,GLTR,NA,"-73.888795, 40.702453"
71-020 67 PL,TICO,NA,"-73.886125, 40.703007"
71-020 67 ST,FRPE,NA,"-73.886991, 40.702828"
71-020 68 PL,ACSA1,NA,"-73.884414, 40.703346"
71-020 71 PL,ACSA1,Raised,"-73.880096, 40.704348"
71-021 170 ST,PLAC,NA,"-73.799602, 40.730146"
71-021 170 ST,ACSA1,NA,"-73.799602, 40.730146"
71-021 171 ST,PLAC,NA,"-73.798705, 40.730208"
71-021 65 PL,ACPL,NA,"-73.889712, 40.702263"
71-021 65 ST,PYCA,NA,"-73.890625, 40.702083"
71-021 65 ST,GIBI,NA,"-73.890625, 40.702083"
71-021 66 DR,ACSA1,Raised,"-73.883842, 40.713332"
71-021 68 ST,PLAC,NA,"-73.885258, 40.703191"
71-021 71 ST,PLAC,Raised,"-73.880937, 40.704092"
71-021 71 ST,ACPL,Raised,"-73.880937, 40.704092"
71-021 72 PL,PLAC,Raised,"-73.878417, 40.704862"
71-021 72 PL,ACPL,Raised,"-73.878417, 40.704862"
71-021 CALDWELL AV,TICO,NA,"-73.889908, 40.724988"
71-021 PENELOPE AV,FRPE,Raised,"-73.883927, 40.716186"
71-022 170 ST,ACRU,NA,"-73.7996, 40.730108"
71-022 67 PL,ACPL,NA,"-73.886108, 40.702973"
71-022 67 ST,FRPE,NA,"-73.886974, 40.702796"
71-022 68 PL,FRPE,NA,"-73.884397, 40.703305"
71-022 68 ST,PLAC,NA,"-73.885239, 40.703155"
71-023 165 ST,LIST,Raised,"-73.804137, 40.730036"
71-023 168 ST,UNKNOWN,Raised,"-73.801398, 40.729993"
71-023 172 ST,LIST,NA,"-73.797807, 40.730237"
71-023 65 PL,ACPL,NA,"-73.889702, 40.702236"
71-023 66 PL,GLTR,NA,"-73.887867, 40.70261"
71-023 67 PL,TICO,NA,"-73.886108, 40.702973"
71-023 68 ST,PLAC,NA,"-73.885239, 40.703155"
71-023 CALDWELL AV,TICO,NA,"-73.889885, 40.724984"
71-024 171 ST,PLAC,NA,"-73.798704, 40.730136"
71-024 66 PL,ACPL,NA,"-73.887851, 40.702578"
71-024 66 ST,ACPL,NA,"-73.888769, 40.702395"
71-024 67 ST,PLAC,NA,"-73.886956, 40.702762"
71-024 68 PL,FRPE,NA,"-73.88438, 40.703263"
71-024 72 PL,ACPS,Raised,"-73.87839, 40.704794"
71-025 170 ST,QUPA,NA,"-73.799599, 40.730067"
71-025 170 ST,ACPL,NA,"-73.799599, 40.730067"
71-025 171 ST,PLAC,NA,"-73.798704, 40.730136"
71-025 66 PL,ACPL,NA,"-73.887851, 40.702578"
71-025 66 ST,ACPL,NA,"-73.888769, 40.702395"
71-025 67 ST,PLAC,NA,"-73.886956, 40.702762"
71-025 68 ST,PLAC,NA,"-73.88522, 40.703117"
71-026 172 ST,ACPL,NA,"-73.797807, 40.730173"
71-026 66 PL,ACPL,NA,"-73.887836, 40.702548"
71-026 67 PL,ACPL,NA,"-73.886071, 40.702903"
71-026 68 ST,PLAC,NA,"-73.885202, 40.703081"
71-027 172 ST,ACPL,NA,"-73.797807, 40.730173"
71-027 172 ST,PLAC,NA,"-73.797807, 40.730173"
71-027 65 ST,TICO,NA,"-73.890597, 40.702012"
71-027 67 PL,TITO,NA,"-73.886071, 40.702903"
71-027 67 ST,PLAC,NA,"-73.886939, 40.70273"
71-027 68 ST,PLAC,NA,"-73.885202, 40.703081"
71-028 66 ST,ACPL,NA,"-73.888742, 40.702338"
71-028 67 ST,FRPE,NA,"-73.88692, 40.702697"
71-028 68 ST,PLAC,NA,"-73.885183, 40.703043"
71-028 CALDWELL AV,ACPL,NA,"-73.889813, 40.724971"
71-029 58 RD,UNKNOWN,Raised,"-73.889329, 40.725546"
71-029 65 PL,ACPL,NA,"-73.889669, 40.702156"
71-029 66 ST,ACPL,NA,"-73.888742, 40.702338"
71-029 67 PL,TITO,NA,"-73.886053, 40.702868"
