address,species,sidewalk_condition,location
101-019 WOODHAVEN BLVD,QUPA,NA,"-73.845853, 40.683921"
101-020 101 AV,ACPL,Raised,"-73.841434, 40.685564"
101-020 109 ST,PLAC,Raised,"-73.834215, 40.687169"
101-020 113 ST,ACPL,Raised,"-73.830789, 40.688109"
101-020 124 ST,ACPL,Raised,"-73.821624, 40.690709"
101-020 131 ST,ACPL,Raised,"-73.816001, 40.692307"
101-020 94 ST,ACPS,NA,"-73.846582, 40.683633"
101-020 QUEENS BLVD,PLAC,NA,"-73.852305, 40.72642"
101-020 WOODHAVEN BLVD,QUPA,NA,"-73.845833, 40.683884"
101-021 109 ST,PLAC,Raised,"-73.834215, 40.687169"
101-021 123 ST,ACPS,Raised,"-73.822663, 40.690414"
101-021 126 ST,ACPL,Raised,"-73.819833, 40.691218"
101-021 94 ST,FRPE,NA,"-73.846582, 40.683633"
101-021 97 ST,ACSA1,NA,"-73.844006, 40.68435"
101-022 132 ST,PLAC,Raised,"-73.815137, 40.692508"
101-022 133 ST,ACPL,Raised,"-73.814287, 40.692745"
101-022 224 ST,QUPA,Raised,"-73.729819, 40.712964"
101-022 WOODHAVEN BLVD,QUPA,NA,"-73.845814, 40.683847"
101-023 103 AV,ACSA1,Raised,"-73.840434, 40.683569"
101-023 121 ST,ACPL,Raised,"-73.823686, 40.690079"
101-023 90 ST,PLAC,NA,"-73.849849, 40.682161"
101-023 94 ST,FRPE,NA,"-73.846563, 40.683596"
101-023 94 ST,ACPS,NA,"-73.846563, 40.683596"
101-023 NICOLLS AV,ACSA2,Raised,"-73.863169, 40.745518"
101-023 WOODHAVEN BLVD,QUPA,Raised,"-73.845814, 40.683847"
101-024 126 ST,ACPL,Raised,"-73.819794, 40.691138"
101-024 94 ST,ULAM,NA,"-73.846544, 40.683556"
101-025 103 AV,PLAC,Raised,"-73.840417, 40.683574"
101-025 WOODHAVEN BLVD,QUPA,NA,"-73.845793, 40.683808"
101-026 110 ST,TICO,Raised,"-73.833361, 40.687333"
101-026 133 ST,ACPL,Raised,"-73.814247, 40.692665"
101-026 222 ST,ACPL,Raised,"-73.731587, 40.713337"
101-026 39 AV,TICO,Raised,"-73.863925, 40.750426"
101-026 98 ST,ACPL,NA,"-73.843085, 40.684475"
101-026 WOODHAVEN BLVD,QUPA,NA,"-73.845773, 40.683771"
101-027 113 ST,ACPL,Raised,"-73.830732, 40.68799"
101-027 131 ST,ACSA1,Raised,"-73.815943, 40.692188"
101-027 94 ST,ACSA1,NA,"-73.846525, 40.683518"
101-027 98 ST,TICO,NA,"-73.843085, 40.684475"
101-027 WOODHAVEN BLVD,QUPA,Raised,"-73.845773, 40.683771"
101-028 124 ST,ACPL,Raised,"-73.821546, 40.69055"
101-028 94 ST,ULAM,NA,"-73.846506, 40.683479"
101-028 WOODHAVEN BLVD,QUPA,NA,"-73.845753, 40.683732"
101-029 101 AV,ACPL,NA,"-73.841367, 40.685583"
101-030 121 ST,ACSA1,Raised,"-73.823608, 40.68992"
101-031 110 ST,ACPL,Raised,"-73.833318, 40.68725"
101-031 126 ST,ACPL,Raised,"-73.819736, 40.69102"
101-031 WOODHAVEN BLVD,QUPA,NA,"-73.845733, 40.683695"
101-032 101 ST,ACPL,Raised,"-73.841287, 40.684849"
101-032 123 ST,ACPL,Raised,"-73.822546, 40.690176"
101-033 110 ST,ACPL,Raised,"-73.833296, 40.687207"
101-033 223 ST,ACPL,Raised,"-73.730756, 40.713041"
101-034 103 ST,ACPL,Raised,"-73.839577, 40.685291"
101-034 109 ST,ACPL,Raised,"-73.834075, 40.686887"
101-035 110 ST,ACPL,Raised,"-73.833275, 40.687167"
101-035 94 ST,ACPS,NA,"-73.84645, 40.683364"
101-035 WOODHAVEN BLVD,QUPA,NA,"-73.845693, 40.683619"
101-036 115 ST,ACPL,Raised,"-73.828971, 40.688261"
101-036 116 ST,ACPL,Raised,"-73.828147, 40.688496"
101-036 131 ST,ACPL,Raised,"-73.815845, 40.69199"
101-037 110 ST,ACPL,NA,"-73.833254, 40.687126"
101-037 123 ST,ACPL,Raised,"-73.822508, 40.690098"
101-037 126 ST,PLAC,Raised,"-73.819678, 40.690901"
101-038 103 AV,ACPL,Raised,"-73.8403, 40.683607"
101-038 123 ST,ACPL,Raised,"-73.822489, 40.690057"
101-039 101 AV,ACPL,NA,"-73.841283, 40.685607"
101-039 102 ST,PLAC,NA,"-73.840385, 40.684971"
101-039 102 ST,ACPL,NA,"-73.840385, 40.684971"
101-039 103 AV,PYCA,NA,"-73.8403, 40.683607"
101-039 109 ST,TICO,NA,"-73.834035, 40.686806"
101-039 110 ST,PLAC,Raised,"-73.833232, 40.687083"
101-039 126 ST,ACPL,Raised,"-73.819658, 40.690861"
101-039 94 ST,ACSA1,NA,"-73.846412, 40.683287"
101-039 98 ST,ACPL,NA,"-73.842968, 40.684236"
101-039 WOODHAVEN BLVD,QUPA,Raised,"-73.845653, 40.683543"
101-039 WOODHAVEN BLVD,QUPA,NA,"-73.845653, 40.683543"
101-040 101 AV,PLAC,Raised,"-73.841267, 40.685612"
101-040 109 ST,ACPL,Raised,"-73.834016, 40.686767"
101-040 110 ST,TICO,Raised,"-73.833211, 40.687043"
101-040 126 ST,ACPL,Raised,"-73.819639, 40.690822"
101-040 98 ST,ACPL,NA,"-73.842949, 40.684197"
101-040 LEFFERTS BLVD,AEHI,Raised,"-73.825589, 40.689131"
101-041 101 AV,ACPL,NA,"-73.841267, 40.685612"
101-041 109 ST,ACPL,Raised,"-73.834016, 40.686767"
101-041 112 ST,ACPL,Raised,"-73.831456, 40.687469"
101-041 115 ST,ACPL,Raised,"-73.828932, 40.688182"
101-041 123 ST,ACPS,Raised,"-73.82247, 40.690018"
101-041 94 ST,ACPL,NA,"-73.846393, 40.68325"
101-041 WOODHAVEN BLVD,QUPA,Raised,"-73.845634, 40.683506"
101-041 WOODHAVEN BLVD,QUPA,NA,"-73.845634, 40.683506"
101-042 94 ST,UNKNOWN,NA,"-73.846374, 40.68321"
101-043 103 AV,PLAC,NA,"-73.840267, 40.683617"
101-043 105 ST,PLAC,Raised,"-73.837563, 40.685283"
101-043 109 ST,PLAC,NA,"-73.833995, 40.686725"
101-043 121 ST,ACPL,Raised,"-73.823491, 40.689681"
101-043 WOODHAVEN BLVD,QUPA,NA,"-73.845613, 40.683467"
101-044 102 ST,ACPL,NA,"-73.840326, 40.684852"
101-045 102 ST,PLAC,Raised,"-73.840326, 40.684852"
101-045 94 ST,UNKNOWN,NA,"-73.846356, 40.683172"
101-045 94 ST,ACPS,NA,"-73.846356, 40.683172"
101-045 98 ST,FRPE,NA,"-73.84291, 40.684118"
101-045 WOODHAVEN BLVD,QUPA,NA,"-73.845593, 40.683431"
101-046 94 ST,ZESE,NA,"-73.846337, 40.683135"
101-047 117 ST,ACPL,Raised,"-73.827224, 40.688535"
101-047 121 ST,ACPL,Raised,"-73.823453, 40.689603"
