address,species,sidewalk_condition,location
1111 E 81 ST,PLAC,Raised,"-73.908642, 40.632536"
1111 E 82 ST,PLAC,Raised,"-73.907928, 40.632998"
1111 PUTNAM AV,ULAM,Raised,"-73.918351, 40.688559"
1111 RICHMOND AV,PLAC,Raised,"-74.107702, 40.645264"
1112 104 ST,PLAC,Raised,"-73.891518, 40.643547"
1112 E 101 ST,PLAC,Raised,"-73.893718, 40.642126"
1112 E 48 ST,ACSA1,Raised,"-73.930449, 40.634042"
1112 E 51 ST,PLAC,Raised,"-73.927495, 40.634082"
1112 E 53 ST,ACPL,Raised,"-73.925347, 40.632005"
1112 E 82 ST,PLAC,Raised,"-73.907893, 40.632967"
1112 E 94 ST,PLAC,Raised,"-73.90419, 40.643131"
1112 LENOX RD,PLAC,Raised,"-73.919272, 40.658848"
1113 70 ST,ACSA1,Raised,"-74.008587, 40.625625"
1113 E 48 ST,PLAC,Raised,"-73.930464, 40.634194"
1113 JEFFERSON AV,PLAC,Raised,"-73.915518, 40.689001"
1113 OCEAN VIEW AV,PLAC,Raised,"-73.955389, 40.579371"
1114 Avenue K,PLAC,Raised,"-73.964566, 40.622391"
1114 E 17 ST,QUPA,Raised,"-73.95909, 40.623233"
1114 E 18 ST,ACSA1,Raised,"-73.958159, 40.623486"
1114 E 27 ST,ACPL,Raised,"-73.949205, 40.623705"
1114 E 48 ST,ACPL,Raised,"-73.930444, 40.633992"
1114 E 51 ST,PLAC,Raised,"-73.927488, 40.634021"
1114 E 81 ST,PLAC,Raised,"-73.908569, 40.632471"
1114 E 89 ST,PLAC,Raised,"-73.902803, 40.63619"
1114 E 92 ST,PLAC,Raised,"-73.90596, 40.642253"
1114 NELSON AV,TICO,NA,"-73.92681, 40.835601"
1115 45 ST,TICO,Raised,"-73.993926, 40.639732"
1115 51 ST,PLAC,Raised,"-73.997348, 40.636362"
1115 55 ST,PLAC,Raised,"-73.999667, 40.634114"
1115 Avenue M,PLAC,Raised,"-73.963657, 40.617601"
1115 CASTLETON AV,PYCA,NA,"-74.119864, 40.634329"
1115 E 13 ST,PLAC,Raised,"-73.962726, 40.622218"
1115 E 48 ST,PLAC,Raised,"-73.93046, 40.634153"
1115 E 51 ST,PLAC,Raised,"-73.927469, 40.633857"
1115 E 85 ST,PLAC,Raised,"-73.905673, 40.634325"
1115 GREENE AV,GLTR,Raised,"-73.923729, 40.693774"
1115 JEFFERSON AV,FRPE,Raised,"-73.91548, 40.68904"
1115 PUTNAM AV,ULAM,Raised,"-73.918247, 40.688658"
1115 PUTNAM AV,PLAC,Raised,"-73.918247, 40.688658"
1115A GREENE AV,GLTR,Raised,"-73.923729, 40.693774"
1116 DITMAS AV,PLAC,Raised,"-73.966647, 40.63568"
1116 E 101 ST,PLAC,Raised,"-73.893646, 40.642061"
1116 E 12 ST,AIAL,Raised,"-73.963643, 40.62207"
1116 E 51 ST,PLAC,Raised,"-73.927481, 40.633962"
1116 PUTNAM AV,ULAM,Raised,"-73.918247, 40.688658"
1117 Avenue M,PLAC,Raised,"-73.963637, 40.617603"
1117 E 103 ST,PLAC,Raised,"-73.892189, 40.643003"
1117 E 27 ST,ACPL,Raised,"-73.949238, 40.623879"
1117 E 28 ST,ACPL,Raised,"-73.948268, 40.62376"
1117 E 81 ST,ACSA1,Raised,"-73.908534, 40.632439"
1117 E 82 ST,PLAC,Raised,"-73.907821, 40.632902"
1117 E 85 ST,PLAC,Raised,"-73.905638, 40.634294"
1117 OCEAN VIEW AV,PLAC,Raised,"-73.95524, 40.579321"
