address,species,sidewalk_condition,location
104-014 111 ST,ACPL,NA,"-73.83095, 40.684397"
104-014 112 ST,ACPL,Raised,"-73.830101, 40.684713"
104-014 34 AV,ACSA2,Raised,"-73.86416, 40.755929"
104-015 110 ST,GLTR,NA,"-73.83191, 40.683905"
104-015 112 ST,ACPL,NA,"-73.830101, 40.684713"
104-015 34 AV,QUPA,Raised,"-73.86416, 40.755929"
104-015 34 AV,QUPA,NA,"-73.86416, 40.755929"
104-016 106 ST,ACPL,Raised,"-73.835324, 40.682531"
104-016 109 ST,ACPL,Raised,"-73.832711, 40.68349"
104-016 110 ST,ACPL,NA,"-73.83189, 40.683866"
104-016 111 ST,ACPL,NA,"-73.830928, 40.684353"
104-016 112 ST,ACPL,Raised,"-73.830079, 40.684667"
104-016 134 ST,ACPS,Raised,"1.0, 1.0"
104-016 188 ST,ACSA1,Raised,"-73.769065, 40.705832"
104-016 211 ST,QURU,Raised,"-73.747672, 40.71118"
104-016 34 AV,QUPA,NA,"-73.864142, 40.75593"
104-017 101 AV,PLAC,NA,"-73.838903, 40.686284"
104-017 107 AV,FRPE,Raised,"-73.836133, 40.680681"
104-017 111 ST,ACPL,NA,"-73.830928, 40.684353"
104-017 112 ST,ACPL,NA,"-73.830079, 40.684667"
104-017 114 ST,GLTR,NA,"-73.828416, 40.685229"
104-017 133 ST,ACPL,Raised,"-73.81319, 40.690464"
104-017 191 ST,ULAM,Raised,"-73.766569, 40.70661"
104-017 32 AV,ACSA2,NA,"-73.864807, 40.759605"
104-017 34 AV,QUPA,NA,"-73.864142, 40.75593"
104-017 90 AV,PLAC,Raised,"-73.8419, 40.693056"
104-018 110 ST,ACPL,NA,"-73.831869, 40.683824"
104-018 111 ST,ZESE,NA,"-73.830906, 40.684306"
104-018 112 ST,ACPL,Raised,"-73.830055, 40.684619"
104-019 107 AV,ACSA1,Raised,"-73.836112, 40.680685"
104-019 111 ST,TICO,NA,"-73.830906, 40.684306"
104-019 113 ST,ACPL,NA,"-73.829222, 40.684929"
104-019 114 ST,ACPL,NA,"-73.828391, 40.68518"
104-019 205 ST,PLAC,Raised,"-73.754129, 40.709596"
104-019 F LEWIS BLVD,QUPH,Raised,"1.0, 1.0"
104-020 124 ST,ACPL,Raised,"-73.819923, 40.687311"
104-020 204 ST,PLAC,Raised,"-73.755009, 40.709352"
104-020 204 ST,ACPL,Raised,"-73.755009, 40.709352"
104-020 94 AV,QUPA,Raised,"-73.840367, 40.689817"
104-021 114 ST,ACPL,NA,"-73.828368, 40.685132"
104-021 189 ST,ACSA1,Raised,"-73.76813, 40.70594"
104-021 191 ST,ULAM,Raised,"-73.76655, 40.706565"
104-021 191 ST,ACSA2,Raised,"-73.76655, 40.706565"
104-021 205 ST,PLAC,Raised,"-73.754117, 40.709567"
104-021 32 AV,ACSA2,NA,"-73.864771, 40.759608"
104-022 112 ST,ACPL,Raised,"-73.830009, 40.684528"
104-022 113 ST,ACPL,NA,"-73.829174, 40.684835"
104-022 114 ST,ACPL,NA,"-73.828344, 40.685084"
104-023 111 ST,ACPL,NA,"-73.830863, 40.684217"
104-023 111 ST,FRPE,Raised,"-73.830863, 40.684217"
104-023 114 ST,ACPL,NA,"-73.828344, 40.685084"
104-024 111 ST,ZESE,NA,"-73.83084, 40.684171"
104-024 112 ST,ACPL,Raised,"-73.829985, 40.68448"
104-024 114 ST,ACPL,NA,"-73.828319, 40.685035"
104-024 204 ST,PLAC,Raised,"-73.754985, 40.709292"
104-024 88 AV,ACSA2,Raised,"-73.842308, 40.694406"
104-025 110 ST,GLTR,NA,"-73.831808, 40.683703"
104-025 111 ST,ACPL,NA,"-73.83084, 40.684171"
104-026 203 ST,ACPL,Raised,"-73.755867, 40.70905"
104-026 204 ST,PLAC,Raised,"-73.754973, 40.709263"
104-027 109 ST,FRPE,NA,"-73.832616, 40.683302"
104-027 110 ST,GLTR,NA,"-73.831788, 40.683663"
104-027 111 ST,ACPL,NA,"-73.830819, 40.684126"
104-027 112 ST,ACPL,Raised,"-73.829962, 40.684434"
104-027 114 ST,ACPL,NA,"-73.828296, 40.684987"
104-027 197 ST,ACSA1,Raised,"-73.761161, 40.707685"
104-027 205 ST,TICO,Raised,"-73.75408, 40.709478"
104-028 111 ST,ZESE,NA,"-73.830796, 40.68408"
104-028 113 ST,ACPL,NA,"-73.829101, 40.684689"
104-028 114 ST,ACPL,NA,"-73.828271, 40.684937"
104-028 122 ST,ACPL,Raised,"-73.821317, 40.686616"
104-028 204 ST,PLAC,Raised,"-73.75496, 40.709233"
104-029 110 ST,ACPL,NA,"-73.831767, 40.683621"
104-029 200 ST,ACSA1,Raised,"-73.758538, 40.708373"
104-029 203 ST,PLAC,Raised,"-73.755855, 40.70902"
104-029 ATLANTIC AV,QUPA,Raised,"-73.840559, 40.690505"
104-030 204 ST,PLAC,Raised,"-73.754948, 40.709204"
104-031 111 ST,ACPL,NA,"-73.830775, 40.684035"
104-031 112 ST,ACPL,Raised,"-73.829915, 40.684341"
104-031 113 ST,ACPL,NA,"-73.829077, 40.684642"
104-031 198 ST,ACPL,Raised,"-73.760317, 40.707915"
104-031 201 ST,QUPA,Raised,"-73.757633, 40.708559"
104-031 205 ST,PLAC,Raised,"-73.754056, 40.709419"
104-032 204 ST,PLAC,Raised,"-73.754936, 40.709174"
104-033 124 ST,ACPL,Raised,"-73.819788, 40.687042"
104-033 191 ST,ACPL,Raised,"-73.766495, 40.706431"
104-033 219 ST,ACPL,Raised,"-73.7359, 40.71119"
104-034 111 ST,ZESE,NA,"-73.830731, 40.683944"
104-034 113 ST,ACPL,NA,"-73.829028, 40.684545"
104-034 205 ST,PLAC,Raised,"-73.754031, 40.70936"
104-035 109 ST,ACPL,NA,"-73.83254, 40.683152"
104-035 110 ST,ACPL,NA,"-73.831706, 40.6835"
104-035 111 ST,ACPL,NA,"-73.830731, 40.683944"
104-035 112 ST,GIBI,NA,"-73.829868, 40.684247"
104-035 113 ST,ACPL,NA,"-73.829028, 40.684545"
104-035 201 ST,QUPA,Raised,"-73.757609, 40.7085"
104-035 212 PL,TICO,Raised,"-73.745379, 40.71067"
104-036 110 ST,ACPL,NA,"-73.831686, 40.68346"
104-036 126 ST,ACPL,Raised,"-73.818185, 40.687473"
104-036 192 ST,ACSA1,Raised,"-73.765616, 40.706595"
104-036 201 ST,ACPL,Raised,"-73.757597, 40.708471"
104-036 203 ST,GLTR,Raised,"-73.755806, 40.708903"
104-036 205 PL,ACPL,Raised,"-73.753126, 40.709547"
104-036 211 ST,QURU,Raised,"-73.747549, 40.710885"
104-037 113 ST,TICO,NA,"-73.829004, 40.684498"
104-037 114 ST,ACPL,NA,"-73.828176, 40.684745"
104-037 193 ST,ACPL,Raised,"-73.764756, 40.7068"
104-037 ATLANTIC AV,QUPA,Raised,"-73.840419, 40.690545"
104-038 111 ST,ZESE,NA,"-73.830687, 40.683853"
104-038 112 ST,PYCA,NA,"-73.829822, 40.684154"
104-038 204 ST,ACRU,Raised,"-73.7549, 40.709085"
104-038 88 AV,ACSA2,Raised,"-73.841942, 40.694511"
104-039 111 ST,ZESE,NA,"-73.830687, 40.683853"
