address,species,sidewalk_condition,location
87-052 98 ST,QUPA,NA,"-73.847141, 40.693567"
87-053 109 ST,PLAC,Raised,"-73.838078, 40.694567"
87-053 115 ST,QUPH,Raised,"-73.833466, 40.697469"
87-053 215 PL,FRPE,NA,"-73.749582, 40.72756"
87-053 94 ST,ACPL,NA,"-73.850699, 40.692621"
87-053 96 ST,PYCA,NA,"-73.848981, 40.693172"
87-053 97 ST,ACPL,NA,"-73.848065, 40.693305"
87-055 110 ST,ACPL,Raised,"-73.837454, 40.695212"
87-055 115 ST,QUPH,Raised,"-73.833444, 40.697424"
87-055 126 ST,ACRU,Raised,"-73.824183, 40.699931"
87-055 129 ST,PLAC,Raised,"-73.822826, 40.700584"
87-055 133 ST,ACPL,Raised,"-73.818251, 40.699675"
87-055 MYRTLE AV,QUPA,Raised,"-73.859654, 40.703074"
87-056 115 ST,ACPL,Raised,"-73.833422, 40.69738"
87-056 96 ST,ACPL,NA,"-73.848929, 40.693071"
87-056 98 ST,QUPA,NA,"-73.847098, 40.693478"
87-057 129 ST,ACPL,Raised,"-73.822813, 40.700562"
87-057 94 ST,ACPL,Raised,"-73.850651, 40.692525"
87-057 96 ST,ACSA1,Raised,"-73.848929, 40.693071"
87-057 97 ST,ACPL,NA,"-73.848022, 40.69321"
87-058 108 ST,ACPL,Raised,"-73.839127, 40.694418"
87-058 110 ST,PLAC,Raised,"-73.836927, 40.694201"
87-058 253 ST,ULAM,Raised,"-73.7128, 40.729208"
87-059 112 ST,ACPL,Raised,"-73.8356, 40.695807"
87-059 115 ST,QUPH,Raised,"-73.833399, 40.697333"
87-059 126 ST,ACPL,NA,"-73.824141, 40.69984"
87-059 97 ST,ACSA1,NA,"-73.848, 40.693161"
87-059 98 ST,ACPL,NA,"-73.847075, 40.693432"
87-059 MYRTLE AV,QUPA,Raised,"-73.859567, 40.703065"
87-060 112 ST,ACSA2,Raised,"-73.835574, 40.695754"
87-060 130 ST,FRPE,NA,"-73.821737, 40.700519"
87-060 256 ST,ACPS,Raised,"-73.709311, 40.72961"
87-061 96 ST,TICO,Raised,"-73.848877, 40.692968"
87-062 98 ST,ACPL,NA,"-73.847031, 40.693341"
87-063 115 ST,QUPH,Raised,"-73.833353, 40.697241"
87-063 124 ST,TICO,NA,"-73.825923, 40.699326"
87-064 113 ST,ACPL,Raised,"-73.835013, 40.696571"
87-064 96 ST,ACPL,Raised,"-73.848824, 40.692865"
87-064 97 ST,ACPL,NA,"-73.847934, 40.693016"
87-065 126 ST,ACPL,NA,"-73.824078, 40.699705"
87-065 133 ST,ACPL,Raised,"-73.817999, 40.69921"
87-065 96 ST,QUPA,Raised,"-73.848824, 40.692865"
87-065 96 ST,ACPL,Raised,"-73.848824, 40.692865"
87-066 117 ST,PLAC,Raised,"-73.831783, 40.697732"
87-066 98 ST,QURU,NA,"-73.846988, 40.693252"
87-066 SPENCER AV,FRPE,NA,"1.0, 1.0"
87-067 108 ST,ACPL,Raised,"-73.839054, 40.69426"
87-067 115 ST,QUPH,Raised,"-73.833309, 40.697151"
87-067 97 ST,ACPL,NA,"-73.847913, 40.692969"
87-067 98 ST,ACPL,NA,"-73.846988, 40.693252"
