address,species,sidewalk_condition,location
218-073 99 AV,ACPL,Raised,"-73.735093, 40.7157"
218-076 HARTLAND AV,ACPL,NA,"-73.752023, 40.735133"
218-078 98 AV,ACPL,Raised,"-73.734838, 40.716422"
218-084 98 AV,ACPL,Raised,"-73.73463, 40.716446"
218-089 98 AV,ACPL,Raised,"-73.734474, 40.716465"
2180 BOSTON RD,SOJA,NA,"-73.869427, 40.856182"
2180 BOSTON RD,ACPL,NA,"-73.869427, 40.856182"
2180 FORD ST,PLAC,Raised,"-73.937788, 40.599123"
2180 LIGHT ST,ACPL,Raised,"-73.833025, 40.887904"
2181 E 2 ST,TICO,Raised,"-73.969396, 40.596143"
2183 TROY AV,PLAC,Raised,"-73.932883, 40.620658"
2184 TROY AV,ACPL,Raised,"-73.93288, 40.620632"
2186 GRAND CONCOURSE,GLTR,Raised,"-73.900834, 40.855892"
2189 E 7 ST,PLAC,Raised,"-73.963929, 40.597053"
219 B 131 ST,PLAC,NA,"-73.838229, 40.769373"
219 B 135 ST,PLAC,Raised,"-73.831505, 40.742436"
219 BAY RIDGE AV,PLAC,Raised,"-74.028086, 40.63637"
219 CANNON BLVD,ACPL,Raised,"-74.115403, 40.565591"
219 CANNON BLVD,QUPA,Raised,"-74.115403, 40.565591"
219 CONGRESS ST,LIST,Raised,"-73.993872, 40.687825"
219 E 15 ST,QUPA,Raised,"-73.989062, 40.665444"
219 E 42 ST EX,GLTR,NA,"-73.974015, 40.750584"
219 E 46 ST,ZESE,NA,"-73.972153, 40.753136"
219 E 49 ST,GIBI,NA,"-73.970785, 40.75501"
219 E 88 ST,TICO,Raised,"-73.952566, 40.779928"
219 E 89 ST,QUPH,Raised,"-73.952142, 40.780571"
219 E WILLOW RD,QUPA,NA,"1.0, 1.0"
219 FREMONT AV,PLAC,NA,"-74.106492, 40.577315"
219 GREENCROFT AV,QUPA,Raised,"-74.139695, 40.548782"
219 KANE ST,PLAC,Raised,"-73.996029, 40.685988"
219 LAKE VIEW PL,PLAC,Raised,"-73.897945, 40.898522"
219 LAMOKA AV,ACSA1,NA,"-74.158102, 40.549985"
219 LAMOKA AV,LIST,NA,"-74.158102, 40.549985"
219 PARK ST,QUPA,Raised,"-74.132561, 40.569886"
219 PRESCOTT AV,PLAC,NA,"-74.107874, 40.576336"
219 WASHINGTON AV,ACPL,Raised,"-73.966644, 40.692148"
219-001 99 AV,ACPL,Raised,"-73.733981, 40.715809"
219-002 94 AV,ACSA2,NA,"-73.737242, 40.721005"
219-003 PECK AV,PLAC,NA,"-73.750936, 40.733083"
219-003 PECK AV,PYCA,NA,"-73.750936, 40.733083"
