address,species,sidewalk_condition,location
90-025 80 ST,ACPL,NA,"-73.861039, 40.687331"
90-026 191 ST,PLAC,Raised,"-73.769384, 40.713394"
90-026 BORKEL PL,QUPA,NA,"-73.73822, 40.728368"
90-027 208 ST,ACPL,Raised,"-73.75519, 40.718367"
90-027 217 ST,ACPL,Raised,"-73.744126, 40.724705"
90-027 218 ST,ACSA2,NA,"-73.743364, 40.725166"
90-027 76 ST,ACPL,NA,"-73.864623, 40.687194"
90-028 218 ST,COMA,NA,"-73.74334, 40.725144"
90-029 214 ST,QUPA,Raised,"-73.747841, 40.722549"
90-029 221 PL,ACSA1,NA,"-73.738465, 40.727373"
90-029 221 ST,ACPL,NA,"-73.738588, 40.72638"
90-029 75 ST,TICO,NA,"-73.865487, 40.686984"
90-029 80 ST,ULAM,NA,"-73.86103, 40.687296"
90-030 201 ST,ACSA1,Raised,"-73.760155, 40.716124"
90-030 218 PL,QUPA,NA,"-73.742589, 40.725573"
90-030 75 ST,ACPL,NA,"-73.86548, 40.686954"
90-030 76 ST,ACPL,NA,"-73.864611, 40.68714"
90-031 188 ST,ACAU,Raised,"-73.771797, 40.712471"
90-031 195 PL,ACSA2,Raised,"-73.765321, 40.714241"
90-032 208 ST,ACPS,Raised,"-73.755108, 40.718256"
90-032 BORKEL PL,ACSA1,Raised,"-73.738143, 40.728313"
90-033 213 ST,PLAC,Raised,"-73.74849, 40.722102"
90-033 221 ST,ACPL,NA,"-73.738588, 40.72638"
90-033 75 ST,TICO,NA,"-73.865472, 40.686923"
90-034 209 ST,PLAC,Raised,"-73.754296, 40.718598"
90-034 78 ST,ACPL,Raised,"-73.862735, 40.687033"
90-034 91 AV,PLAC,Raised,"-73.852808, 40.689037"
90-034 91 AV,PLAC,NA,"-73.852808, 40.689037"
90-034 BORKEL PL,QUPA,NA,"-73.738118, 40.728295"
90-036 207 ST,ACPL,Raised,"-73.755872, 40.717833"
90-037 210 ST,ACPL,Raised,"-73.753499, 40.718991"
90-037 221 PL,ACPL,NA,"-73.738229, 40.727152"
90-037 221 ST,ACPS,NA,"-73.738588, 40.72638"
90-037 70 DR,ACSA2,Raised,"-73.852201, 40.70947"
90-037 80 ST,ULAM,NA,"-73.861014, 40.687225"
90-038 181 ST,PLAC,Raised,"-73.780642, 40.710667"
90-038 BORKEL PL,FRPE,NA,"-73.738068, 40.728259"
90-039 189 ST,ACPL,Raised,"-73.770515, 40.712077"
90-039 212 PL,ACPL,Raised,"-73.749111, 40.721624"
90-039 53 AV,ACSA1,Raised,"-73.87254, 40.738346"
90-039 76 ST,ACSA1,NA,"-73.864586, 40.687032"
90-040 181 ST,PLAC,Raised,"-73.780629, 40.710639"
90-040 207 ST,CASP,Raised,"-73.755818, 40.71776"
90-040 213 ST,ACRU,Raised,"-73.748394, 40.722023"
90-040 80 ST,GLTR,NA,"-73.861012, 40.687219"
90-041 176 ST,ACPL,Raised,"-73.78491, 40.709213"
90-041 221 ST,ACPL,Raised,"-73.738588, 40.72638"
90-042 190 ST,ULAM,Raised,"-73.770017, 40.712864"
90-042 218 ST,ACPL,NA,"-73.743177, 40.72499"
90-042 221 ST,FRPE,NA,"-73.738588, 40.72638"
90-042 BORKEL PL,TICO,Raised,"-73.738017, 40.728223"
90-043 153 ST,ACPL,NA,"-73.802555, 40.703212"
90-043 217 ST,ACPL,Raised,"-73.743938, 40.724528"
90-043 91 AV,PLAC,Raised,"-73.852749, 40.689057"
90-044 201 ST,ACSA1,Raised,"-73.759965, 40.715869"
90-044 76 ST,ACPL,NA,"-73.864567, 40.686952"
90-045 207 ST,PLAC,Raised,"-73.755763, 40.717687"
90-045 221 ST,ACPL,NA,"-73.738588, 40.72638"
90-046 78 ST,PLAC,Raised,"-73.86271, 40.686924"
90-046 91 AV,PLAC,Raised,"-73.852719, 40.689066"
90-048 199 ST,TICO,Raised,"-73.760704, 40.715413"
90-049 179 PL,ACPL,Raised,"-73.78208, 40.709622"
90-051 53 AV,QURU,Raised,"-73.872229, 40.738415"
90-054 91 AV,ACPL,Raised,"-73.85266, 40.689086"
90-056 199 ST,ACPL,Raised,"-73.760593, 40.715263"
90-058 199 ST,TICO,Raised,"-73.760564, 40.715225"
90-059 176 ST,UNKNOWN,Raised,"-73.784738, 40.708844"
90-061 176 ST,ACPL,Raised,"-73.78472, 40.708804"
90-061 185 ST,ACPL,Raised,"-73.774557, 40.710457"
90-067 180 ST,PLAC,Raised,"-73.780947, 40.709286"
90-067 183 ST,ACPS,Raised,"-73.777814, 40.710544"
90-073 180 ST,PLAC,Raised,"-73.780875, 40.70913"
90-075 93 AV,FRPE,Raised,"1.0, 1.0"
90-075 93 AV,ACPL,Raised,"1.0, 1.0"
900 Avenue H,ACPL,Raised,"-73.967988, 40.629335"
900 CAULDWELL AV,ACRU,Raised,"-73.907149, 40.822613"
900 E 220 ST,ULAM,NA,"-73.856628, 40.882436"
900 E 220 ST,ULAM,Raised,"-73.856628, 40.882436"
900 E 49 ST,ACPL,Raised,"-73.930077, 40.639405"
900 FLATBUSH AV,QUPA,Raised,"-73.958599, 40.649927"
900 MAGENTA ST,PLAC,Raised,"-73.861082, 40.87449"
9001 REMSEN AV,ACPL,Raised,"1.0, 1.0"
9001A BAYVIEW PL,ACSA1,Raised,"-73.908669, 40.642685"
9004 Avenue L,ACPL,Raised,"-73.900451, 40.635341"
9004 Avenue L,ACSA1,Raised,"-73.900451, 40.635341"
9004 REMSEN AV,ACPL,Raised,"1.0, 1.0"
9005 KINGS HWY,UNKNOWN,Raised,"-73.921963, 40.654681"
9007 Avenue K,PLAC,Raised,"-73.902173, 40.637059"
9007 BAYVIEW PL,PLAC,Raised,"-73.908632, 40.642707"
9009 Avenue L,ACPL,Raised,"-73.900421, 40.635361"
901 57 ST,PLAC,Raised,"-74.005552, 40.635847"
901 73 ST,ACSA1,Raised,"-74.014968, 40.62675"
901 CRANFORD AV,ACSA2,Raised,"-73.844166, 40.903562"
901-923 Avenue H,GIBI,Raised,"-73.967786, 40.629357"
901-923 Avenue H,GIBI,Raised,"-73.967988, 40.629335"
9010 SKIDMORE PL,ACSA1,Raised,"-73.891925, 40.629177"
9011 Avenue J,PLAC,Raised,"-73.904044, 40.638635"
9012 Avenue K,PLAC,Raised,"-73.902133, 40.637084"
