address,species,sidewalk_condition,location
31-009 74 ST,ACSA1,NA,"-73.893446, 40.758305"
31-009 NEWTOWN AV,PLAC,Raised,"-73.920724, 40.767576"
31-010 60 ST,QUPA,Raised,"-73.902755, 40.757295"
31-010 91 ST,PLAC,Raised,"-73.877635, 40.759936"
31-012 81 ST,ACPL,NA,"-73.886926, 40.758928"
31-012 81 ST,ACPL,Raised,"-73.886926, 40.758928"
31-012 85 ST,PLAC,Raised,"-73.883207, 40.759319"
31-012 85 ST,ACSA1,Raised,"-73.883207, 40.759319"
31-012 91 ST,PLAC,Raised,"-73.877629, 40.759906"
31-013 55 ST,ACSA2,Raised,"-73.906432, 40.756875"
31-014 107 ST,ACSA2,NA,"-73.862404, 40.760614"
31-014 31 AV,PLAC,Raised,"-73.923337, 40.76429"
31-014 60 ST,QUPA,Raised,"-73.902744, 40.757233"
31-014 84 ST,PLAC,Raised,"-73.884134, 40.75919"
31-014 84 ST,ACPL,Raised,"-73.884134, 40.75919"
31-014 85 ST,PLAC,Raised,"-73.883202, 40.759288"
31-014 91 ST,PLAC,Raised,"-73.877624, 40.759874"
31-015 55 ST,PLAC,Raised,"-73.906427, 40.756844"
31-015 74 ST,PLAC,NA,"-73.893429, 40.758213"
31-016 107 ST,ACSA2,NA,"-73.862401, 40.760597"
31-016 74 ST,PLAC,Raised,"-73.893423, 40.758183"
31-016 84 ST,ACPL,Raised,"-73.884128, 40.759159"
31-016 96 ST,FRPE,Raised,"-73.872792, 40.760106"
31-017 31 ST,TICO,Raised,"-73.923791, 40.763937"
31-017 36 ST,QUPA,Raised,"-73.919814, 40.762043"
31-017 74 ST,ACSA1,NA,"-73.893423, 40.758183"
31-017 88 ST,PLAC,Raised,"-73.880409, 40.759551"
31-017 COUCH ST,ACPL,Raised,"-73.863042, 40.761567"
31-018 37 ST,PYCA,Raised,"-73.919055, 40.761619"
31-018 37 ST,PLAC,Raised,"-73.919055, 40.761619"
31-018 81 ST,ACPS,Raised,"-73.88691, 40.758835"
31-018 81 ST,ACSA1,Raised,"-73.88691, 40.758835"
31-018 84 ST,PLAC,Raised,"-73.884123, 40.759128"
31-018 85 ST,ACPL,Raised,"-73.88319, 40.759226"
31-018 88 ST,PLAC,Raised,"-73.880403, 40.759519"
31-018 UNION ST,TICO,NA,"-73.826561, 40.770122"
31-019 93 ST,ACPL,Raised,"-73.875749, 40.759978"
31-020 84 ST,ACSA2,Raised,"-73.884117, 40.759098"
