address,species,sidewalk_condition,location
78-012 METRO AV,PYCA,NA,"1.0, 1.0"
78-012 SPGFIELD BLVD,QURU,NA,"1.0, 1.0"
78-013 223 ST,PLAC,Raised,"-73.748645, 40.737143"
78-013 58 AV,ACSA1,Raised,"-73.882684, 40.726746"
78-013 64 LA,ACSA2,NA,"-73.889822, 40.697354"
78-013 64 PL,FRPE,NA,"-73.890721, 40.697151"
78-013 64 ST,TICO,NA,"-73.891619, 40.696947"
78-013 79 ST,PLAC,Raised,"-73.871423, 40.704447"
78-013 91 AV,PLAC,Raised,"-73.862486, 40.686458"
78-014 221 ST,PLAC,NA,"-73.750466, 40.736787"
78-014 222 ST,TICO,NA,"-73.749536, 40.736951"
78-014 62 ST,ACPL,NA,"-73.892508, 40.69671"
78-014 64 LA,ACPL,NA,"-73.88981, 40.697324"
78-014 64 PL,ACPL,NA,"-73.890709, 40.697121"
78-014 65 ST,ACPL,NA,"-73.888913, 40.697532"
78-014 75 ST,PLAC,Raised,"-73.874173, 40.70417"
78-014 79 ST,ACPL,Raised,"-73.871407, 40.704407"
78-014 81 ST,PLAC,Raised,"-73.867662, 40.70496"
78-014 84 ST,ACPL,NA,"-73.865019, 40.705295"
78-014 86 AV,ACPL,Raised,"-73.864524, 40.693379"
78-014 86 ST,ACPL,Raised,"-73.86315, 40.705436"
78-014 87 ST,PYCA,NA,"-73.862241, 40.705673"
78-014 CYPRESS HILLS RD,GLTR,NA,"-73.887717, 40.697803"
78-015 21 AV,ACPL,Raised,"-73.891751, 40.770628"
78-015 220 ST,PLAC,NA,"-73.752192, 40.736491"
78-015 223 ST,TICO,NA,"-73.748624, 40.737106"
78-015 64 LA,ACPL,NA,"-73.88981, 40.697324"
78-015 64 PL,ACPL,NA,"-73.890709, 40.697121"
78-015 65 ST,ACRU,NA,"-73.888913, 40.697532"
78-015 79 ST,PLAC,Raised,"-73.871407, 40.704407"
78-015 84 ST,ACPL,NA,"-73.865019, 40.705295"
78-015 86 ST,ACSA2,NA,"-73.86315, 40.705436"
78-015 SPGFIELD BLVD,QUPA,NA,"1.0, 1.0"
78-016 220 ST,TICO,NA,"-73.75217, 40.736457"
78-016 62 ST,ACPL,NA,"-73.892497, 40.696681"
78-016 64 LA,ACPL,NA,"-73.889799, 40.697296"
78-016 64 PL,ACPL,NA,"-73.890698, 40.697093"
78-016 64 ST,TICO,Raised,"-73.891596, 40.696889"
78-016 65 ST,ACPL,NA,"-73.888902, 40.697503"
78-016 85 ST,ACPL,NA,"-73.864078, 40.705308"
78-016 86 AV,UNKNOWN,Raised,"-73.864509, 40.693382"
78-016 86 ST,PYCA,NA,"-73.863144, 40.705393"
78-016 METRO AV,SOJA,NA,"1.0, 1.0"
78-016 SPGFIELD BLVD,ACSA1,NA,"1.0, 1.0"
78-016 SPGFIELD BLVD,ACSA1,Raised,"1.0, 1.0"
78-017 222 ST,TICO,NA,"-73.749516, 40.736916"
78-017 62 ST,ACPL,NA,"-73.892497, 40.696681"
78-017 64 PL,TICO,NA,"-73.890698, 40.697093"
78-017 64 ST,ACPL,NA,"-73.891596, 40.696889"
78-017 65 ST,ACRU,NA,"-73.888902, 40.697503"
78-017 75 ST,PLAC,Raised,"-73.874156, 40.704132"
78-017 76 ST,SOJA,Raised,"-73.873217, 40.704216"
78-017 86 ST,ACPL,NA,"-73.863144, 40.705393"
78-017 SPGFIELD BLVD,TICO,NA,"1.0, 1.0"
78-017 UNION TPKE,QUPA,Raised,"-73.789423, 40.726509"
78-018 64 LA,ACPL,NA,"-73.889787, 40.697266"
78-018 64 PL,ACPL,NA,"-73.890686, 40.697063"
78-018 64 ST,ACPL,NA,"-73.891584, 40.696859"
78-018 75 ST,PLAC,Raised,"-73.874138, 40.704092"
78-018 84 ST,ACPL,Raised,"-73.865005, 40.705199"
78-019 223 ST,TICO,NA,"-73.748581, 40.737033"
78-019 62 ST,PLAC,NA,"-73.892485, 40.696652"
78-019 64 PL,GLTR,NA,"-73.890686, 40.697063"
78-019 65 ST,PYCA,NA,"-73.88889, 40.697473"
78-019 75 ST,PLAC,Raised,"-73.874138, 40.704092"
78-019 81 ST,ACPL,NA,"-73.867604, 40.704688"
78-019 86 ST,ACPL,NA,"-73.863138, 40.705348"
78-019 89 AV,ACPL,Raised,"-73.862733, 40.688515"
78-019 89 AV,ACSA1,Raised,"-73.862733, 40.688515"
78-020 221 ST,ACPL,NA,"-73.750402, 40.73668"
78-020 222 ST,TICO,NA,"-73.749474, 40.736844"
