address,species,sidewalk_condition,location
681 E 80 ST,PLAC,Raised,"-73.915304, 40.637332"
681 E 83 ST,ACPS,Raised,"-73.913107, 40.638752"
681 E 83 ST,LIST,Raised,"-73.913107, 40.638752"
681 MONROE ST,PLAC,Raised,"-73.929505, 40.687893"
681 SACKETT ST,ACPL,Raised,"-73.981617, 40.677664"
681 SNEDIKER AV,PLAC,Raised,"-73.898069, 40.657934"
681 THWAITES PL,FRPE,NA,"-73.868349, 40.858702"
682 E 80 ST,PLAC,Raised,"-73.915273, 40.637304"
682 MADISON ST,GLTR,Raised,"-73.930876, 40.686986"
682 OCEAN AV,ULAM,Raised,"-73.960275, 40.646225"
6820 17 AV,TICO,Raised,"-73.994378, 40.618671"
6821 BLISS TER,FRPE,Raised,"-74.031891, 40.637983"
682A 6 AV,FRPE,Raised,"-73.991047, 40.660182"
683 10 ST,PLAC,Raised,"-73.978063, 40.664359"
683 6 AV,PYCA,Raised,"-73.990384, 40.66082"
683 CRAIG AV,ACPL,Raised,"-74.25232, 40.505659"
683 E 38 ST,TICO,Raised,"-73.940558, 40.638703"
683 E 59 ST,TICO,Raised,"-73.920169, 40.637407"
683 MONROE ST,PLAC,Raised,"-73.929423, 40.687902"
683 SHEFFIELD AV,ACPL,Raised,"-73.89299, 40.66035"
683 SINCLAIR AV,ACSA1,Raised,"-74.198454, 40.541364"
684 10 ST,PLAC,Raised,"-73.978107, 40.66438"
684 3 AV,TICO,NA,"-73.973832, 40.751615"
684 E 19 ST,PLAC,Raised,"-73.959201, 40.634082"
684 E 58 ST,PLAC,Raised,"-73.921225, 40.638404"
684 FULTON ST,PYCA,Raised,"-73.974551, 40.686357"
684 HEMLOCK ST,ACSA1,Raised,"-73.868235, 40.672121"
684 MADISON ST,GLTR,Raised,"-73.930791, 40.686996"
684 OAKLAND AV,ACSA2,Raised,"-74.109015, 40.624485"
684 SINCLAIR AV,ACSA1,Raised,"-74.198383, 40.541383"
685 E 22 ST,ACPL,Raised,"-73.956256, 40.635583"
685 E 223 ST,LIST,Raised,"-73.861777, 40.886564"
685 E 4 ST,ACPL,Raised,"-73.974934, 40.635349"
685 MADISON ST,GLTR,Raised,"-73.929477, 40.687147"
