address,species,sidewalk_condition,location
1189 E 15 ST,ACPL,Raised,"-73.960536, 40.620674"
1189 E 18 ST,PLAC,Raised,"-73.957798, 40.621589"
1189 E 46 ST,PLAC,Raised,"-73.932171, 40.631969"
1189 E 48 ST,PLAC,Raised,"-73.930324, 40.632157"
1189 E 53 ST,PLAC,Raised,"-73.925139, 40.630075"
1189 E 96 ST,ACPL,Raised,"-73.900654, 40.642386"
1189 NEW YORK AV,ACPL,Raised,"-73.945938, 40.644064"
119 ALBANY AV,QUPA,Raised,"-73.938737, 40.676586"
119 ATKINS AV,ACPL,Raised,"-73.879422, 40.676252"
119 ATLANTIC AV,PLAC,Raised,"-74.094513, 40.593113"
119 BACHE AV,PLAC,Raised,"-74.111842, 40.573292"
119 BAINBRIDGE ST,SOJA,Raised,"-73.932551, 40.680798"
119 BAY 23 ST,ACPL,Raised,"-74.001389, 40.602755"
119 BAY 25 ST,PLAC,Raised,"-74.000017, 40.601748"
119 BENTLEY ST,QUPA,Raised,"-74.250452, 40.509747"
119 DELAWARE AV,TICO,Raised,"-74.095936, 40.592168"
119 DELAWARE AV,ACPL,Raised,"-74.095936, 40.592168"
119 E 238 ST,LIST,Raised,"-73.872563, 40.899095"
119 E 238 ST,ACPL,Raised,"-73.872563, 40.899095"
119 E 52 ST,PLAC,Raised,"-73.929128, 40.658288"
119 E 87 ST,PLAC,Raised,"-73.920172, 40.649348"
119 EYLANDT ST,PYCA,NA,"-74.169921, 40.534405"
119 FIELDS AV,ACPL,Raised,"-74.137761, 40.599941"
119 FOSTER AV,QUPA,Raised,"-73.976296, 40.627708"
119 GREENWAY ST S,ACSA2,NA,"1.0, 1.0"
119 MIDLAND AV,PLAC,NA,"-74.106504, 40.580167"
119 N 5 ST,AIAL,Raised,"-73.959762, 40.717257"
119 PATTEN ST,QUPA,Raised,"-74.251169, 40.509107"
119 PRESCOTT AV,PLAC,NA,"-74.110537, 40.577761"
119 SHERMAN ST,PLAC,Raised,"-73.97499, 40.65611"
119 ST JOHNS PL,ACPL,Raised,"-73.97551, 40.676998"
119 TAYLOR ST,PYCA,NA,"-74.123331, 40.636068"
119 WESLEY WILLIAM PL,PLAC,Raised,"1.0, 1.0"
119-001 118 AV,ACPL,Raised,"1.0, 1.0"
119-001 230 ST,TICO,Raised,"-73.73312, 40.689175"
119-001 230 ST,ACPL,Raised,"-73.73312, 40.689175"
119-001 231 ST,ACSA1,Raised,"-73.732252, 40.688912"
119-001 INWOOD ST,ACPL,Raised,"-73.794854, 40.678475"
119-002 229 ST,ACPL,Raised,"-73.734009, 40.689408"
119-002 229 ST,QUPA,Raised,"-73.734009, 40.689408"
119-002 232 ST,ACSA1,NA,"-73.731397, 40.688617"
119-002 236 ST,FRPE,Raised,"-73.727911, 40.687563"
119-003 194 ST,QUPA,Raised,"-73.756384, 40.690067"
119-003 199 ST,QUPA,Raised,"-73.752081, 40.691398"
119-003 204 ST,ACPL,Raised,"-73.74701, 40.692837"
119-003 232 ST,ACPL,NA,"-73.731397, 40.688617"
119-003 232 ST,TICO,NA,"-73.731397, 40.688617"
119-003 232 ST,TICO,Raised,"-73.731397, 40.688617"
119-004 193 ST,ACPL,Raised,"-73.757216, 40.689743"
119-004 236 ST,FRPE,Raised,"-73.727929, 40.68753"
