address,species,sidewalk_condition,location
6134 TYNDALL AV,ACPL,Raised,"-73.900364, 40.910225"
614 10 ST,SOJA,Raised,"-73.980172, 40.665373"
614 53 ST,QURU,Raised,"-74.009524, 40.641893"
614 6 ST,PLAC,Raised,"-73.976049, 40.666764"
614 ASHFORD ST,PLAC,Raised,"-73.883351, 40.666962"
614 CARY AV,GLTR,NA,"-74.122144, 40.632039"
614 COMMONWLTH AV,ACSA1,NA,"-73.864823, 40.81709"
614 E 3 ST,PLAC,Raised,"-73.976202, 40.637048"
614 E 37 ST,PLAC,Raised,"-73.941856, 40.642057"
614 SNEDIKER AV,PLAC,Raised,"-73.898541, 40.659777"
6141 BROADWAY,QUPA,Raised,"-73.897046, 40.894223"
6141 QUEENS BLVD,PLAC,NA,"-73.936983, 40.748494"
6144 LIEBIG AV,ACPS,Raised,"-73.90127, 40.910285"
6146 DELAFIELD AV,ACPL,Raised,"-73.902161, 40.910395"
615 48 ST,ACPS,Raised,"-74.006612, 40.644693"
615 53 ST,QUPA,Raised,"-74.009524, 40.641893"
615 55 ST,PLAC,Raised,"-74.010691, 40.64077"
615 62 ST,PLAC,Raised,"-74.014809, 40.63681"
615 86 ST,SOJA,Raised,"-74.024264, 40.620318"
615 Avenue Y,PLAC,Raised,"-73.963699, 40.589102"
615 CARLTON AV,GLTR,Raised,"-73.971856, 40.678798"
615 CROSSBAY BLVD,PLAC,NA,"-73.819056, 40.609397"
615 E 57 ST,PLAC,Raised,"-73.922204, 40.637828"
615 E 59 ST,PLAC,Raised,"-73.920354, 40.639014"
615 E 77 ST,ACPL,Raised,"-73.918869, 40.637129"
615 E 80 ST,PLAC,Raised,"-73.916524, 40.638424"
615 EVERGREEN AV,ZESE,Raised,"-73.912108, 40.688362"
615 EVERGREEN AV,TICO,Raised,"-73.912108, 40.688362"
615 HEGEMAN AV,PLAC,Raised,"-73.889043, 40.661056"
615 OVINGTON AV,PLAC,Raised,"-74.018459, 40.631246"
615 RATHBUN AV,ACSA1,Raised,"-74.196249, 40.539702"
615 W 252 ST,ACSA2,NA,"-73.908829, 40.899602"
615 WADHAMS ST,PLAC,NA,"1.0, 1.0"
6151 TYNDALL AV,ACPL,Raised,"-73.90011, 40.911158"
6159 BROADWAY,QUPA,Raised,"-73.896946, 40.89469"
616 48 ST,PLAC,Raised,"-74.006569, 40.644667"
616 74 ST,PLAC,Raised,"-74.019476, 40.628564"
616 CARY AV,GLTR,NA,"-74.122208, 40.632032"
616 CRAWFORD AV,ACPL,Raised,"-73.964614, 40.591899"
616 E 21 ST,PLAC,Raised,"-73.95784, 40.638914"
616 E 26 ST,ACPL,Raised,"-73.952376, 40.63547"
616 E 57 ST,PLAC,Raised,"-73.922225, 40.637954"
616 VANNEST AV,TICO,NA,"-73.867443, 40.842831"
6164 DELAFIELD AV,ACPL,Raised,"-73.902115, 40.910558"
617 52 ST,TICO,Raised,"-74.008901, 40.642427"
617 57 ST,PLAC,Raised,"-74.011812, 40.639624"
617 BAY RIDGE PKWY,PLAC,Raised,"-74.019799, 40.627788"
