address,species,sidewalk_condition,location
549 CLINTON ST,PLAC,Raised,"-74.000793, 40.676876"
549 E 234 ST,GLTR,Raised,"-73.863152, 40.897338"
549 E 85 ST,PR,Raised,"-73.914328, 40.642093"
549 E 89 ST,PLAC,Raised,"-73.91102, 40.643582"
549 E 96 ST,PLAC,Raised,"-73.914466, 40.654793"
549 PROSPECT AV,GLTR,Raised,"-73.979481, 40.657458"
549 TAYLOR AV,FRPE,NA,"-73.861719, 40.816114"
5493 FIELDSTON RD,QUPA,Raised,"-73.900609, 40.903476"
55 3 PL,PLAC,Raised,"-73.999263, 40.679126"
55 71 ST,PLAC,Raised,"-74.034375, 40.636025"
55 77 ST,PLAC,Raised,"-74.03552, 40.631717"
55 ADRIAN AV,QUPH,Raised,"-73.910786, 40.877215"
55 AINSWORTH AV,PLAC,Raised,"-74.139123, 40.552906"
55 BAY RIDGE PKWY,PLAC,Raised,"-74.034744, 40.633111"
55 BRIELE AV,LIST,Raised,"-74.124654, 40.59835"
55 BUTLER PL,ACRU,Raised,"-74.070696, 40.615869"
55 CARMEL AV,ACSA1,Raised,"-74.136716, 40.610829"
55 CHAMPLAIN AV,QUPA,Raised,"-74.126823, 40.561674"
55 CHEEVER PL,PLAC,Raised,"-73.999666, 40.685448"
55 DEVENS ST,LIST,NA,"-74.146568, 40.619119"
55 DUFFIELD ST,TICO,Raised,"-73.984089, 40.696796"
55 E 12 ST,GLTR,Raised,"-73.959261, 40.723397"
55 E 233 ST,ACPL,Raised,"-73.874491, 40.895794"
55 E 40 ST,PLAC,Raised,"-73.940377, 40.654559"
55 E 52 ST,QUPA,Raised,"-73.929286, 40.65989"
55 ELM ST,ACPL,Raised,"-74.114635, 40.640691"
55 FORTHILL CIR,ACPL,Raised,"-74.082269, 40.642303"
55 HAWLEY AV,ACSA1,Raised,"-74.193925, 40.532349"
55 HOLDEN BLVD,PLAC,Raised,"-74.122768, 40.604439"
55 HOWARD AV,QUPA,Raised,"-74.087719, 40.629518"
55 JAFFE ST,ACPL,NA,"-74.147662, 40.620083"
55 KINGDOM ST,ACRU,Raised,"-74.189591, 40.531824"
55 KNOLLS CRES,ULAM,Raised,"-73.918299, 40.878897"
55 LAKELAND RD,ACRU,Raised,"-74.116094, 40.616509"
55 LINDBERGH AV,PLAC,Raised,"-74.115571, 40.568329"
55 MIDDLELOOP RD,PLAC,NA,"-74.162816, 40.554299"
